year,site,nest,easting,northing,found_date,laying_date,end_date,fate,no_chicks,clutch_size,length1,width1,float1,length2,width2,float2,length3,width3,float3,observer,comments,,,,,north-west,north-east
2006,A,1,54.501,57.478,502,427,512,ABAN,,2,30.1,22.6,C,29.5,21.4,B,,,,CK,abandoned nest is smashed on 516 by car,,,,north,57.499,57.499
2006,A,2,54.258,57.181,505,427,601,UNHATCH,0,3,30.7,22.6,C,30.7,22.4,D,31,21.9,D,CK,,,,,west,,54.07
2006,A,3,54.34,57.201,505,506,519,PRED,,3,31,22.3,B,31.3,22.7,AB,31.2,22.6,,CK,,,,,,,
2006,A,4,54.851,57.499,507,504,607,UNHATCH,0,3,29.3,21.3,AB,31.5,21.9,B,30.9,21.7,AB,CK,all unhatched eggs contained yellow yolk,,,,,,
2006,A,5,54.642,57.481,508,504,529,HATCH,2,3,30.2,22,C,30.5,21.8,AB,31,21.5,B,CK,unhatched egg(s) with yolk only,,,,,,
2006,A,6,54.61,57.41,508,505,509,PRED,,2,,,B,,,B,,,,CK,,,,,,,
2006,A,7,54.548,57.364,508,506,531,HATCH,3,3,29.8,22.5,B,29.5,22.5,C,30.7,22.4,AB,CK,,,,,,,
2006,A,8,54.391,57.375,516,505,521,PRED,,2,31,21.8,F,30.6,22.1,F,,,,CK,,,,,,,
2006,A,101,54.07,57.099,512,512,606,HATCH,2+,3,31.8,22.8,A,32.4,22.4,A,32.5,22.2,A,SQ,"1 egg/chick disappeared at hatching, after the first two chicks had hatched",,,,,,
2006,A,102,54.144,57.054,512,507,519,PRED,,2,33.4,22.8,C,32.9,22.9,B,,,,SQ,,,,,,,
2006,A,103,54.313,57.153,513,511,605,HATCH,3,3,32.6,23.1,B,31.8,22.9,A,31.1,23.2,A,SQ,one egg disappeared about 10 days before hatching,,,,,,
2006,A,104,54.279,57.19,513,516,610,HATCH,2,3,31.7,23,A,31.1,23.1,A,31.3,23.2,B,SQ,?unhatched egg(s) with yolk only,,,,,,
2006,A,105,54.087,57.013,513,503,523,PRED,,3,29.7,22.2,D,31.2,22.2,D,30.7,22.2,E,SQ,,,,,,,
2006,A,106,,,513,510,523,PRED,,3,32.2,22.6,A,31.9,22.8,B,33.3,22.5,A,SQ,,,,,,,
2006,B,1,54.729,57.824,502,501,526,HATCH,1,3,30.7,22.9,C,32.9,22,C,32.6,22.5,C,CK,"518 male found dead 2 m next to nest, on egg broken; 525 both remaining eggs pecking; 526 one egg hatched but chick found dead in nest, last egg unhatched ",,,,,,
2006,B,2,54.717,57.827,502,504,529,HATCH,1,2,31.5,22.8,AB,30.8,22.3,B,,,,CK,503 one egg disappeared,,,,,,
2006,B,3,54.827,57.832,503,425,513,ABAN,,3,32.2,21.7,D,31.2,22.2,D,31.3,22,C,CK,,,,,,,
2006,B,4,54.705,57.76,507,508,602,HATCH,3,3,29.7,21,AB,29.8,22,A ,29.4,21.6,,CK,,,,,,,
2006,B,5,54.772,57.754,508,511,605,HATCH,3,3,31.3,22.9,B,30.9,23,B,31.1,22.8,AB,CK,,,,,,,
2006,B,6,54.852,57.806,514,511,605,HATCH,2,3,32.6,23,B,31.3,22.8,AB,31.1,22.7,AB,CK,unhatched egg(s) with yolk only,,,,,,
2006,B,7,54.713,57.737,517,514,608,HATCH,1,3,31.8,22.3,C,31.2,22.8,C,31.6,23,B,CK,unhatched egg(s) with yolk only,,,,,,
2006,B,8,54.797,57.87,527,517,611,HATCH,2,3,30.9,23.1,D,30.5,22.5,F,31.1,23.5,D,CK,,,,,,,
2006,B,9,54.808,57.815,601,521,607,ABAN,,3,30.9,22.7,F,30.8,22.8,E,30,23,F,CK,,,,,,,
2006,B,101,54.817,57.917,504,501,509,PRED,,3,30,22.8,B,30.3,22.8,A,30.1,23.1,A,SQ,,,,,,,
2006,B,102,54.883,58.028,512,507,519,PRED,,3,34.1,21.6,C,31.9,21.8,A,30,22.5,B,SQ,,,,,,,
2006,B,207,54.863,57.792,606,524,618,HATCH,2+,3,30.7,23.2,E,30.8,23.5,D,30.6,22.9,D,EG,"1 egg/chick disappeared at hatching, after the first two chicks had hatched",,,,,,
2006,B,208,54.837,57.791,607,513,607,HATCH,3,3,31.1,23.3,F,,,,,,,EG,nest with 2 chicks hatched already,,,,,,
2006,B,209,54.757,57.74,607,513,607,HATCH,3,3,31,22.9,F,32.1,22.2,F,,,,EG,nest with 1 chicks hatched already,,,,,,
2006,C,1,55.033,57.598,503,424,519,HATCH,3,3,29.9,22.3,F,30.4,22.6,F,29.7,22,E,CK,,,,,,,
2006,C,2,54.856,57.548,507,506,510,PRED,,1,28.8,22.1,AB,,,,,,,CK,,,,,,,
2006,C,3,54.918,57.624,507,429,520,PRED,,3,30.8,21.8,C,30.8,22.1,D,30.8,22.1,D,CK,,,,,,,
2006,C,4,54.883,57.734,508,503,508,ABAN,,1,,,C,,,,,,,CK,nest probably abandoned before,,,,,,
2006,C,5,55.14,57.586,512,509,603,HATCH,1,3,30.2,22.2,C,29.6,21.6,D,30.5,21.7,E,CK,unhatched egg(s) with yolk only,,,,,,
2006,C,6,55.041,57.611,512,507,610,UNHATCH,0,3,30.3,23.6,C,30.5,23.4,C,30.9,23.4,C,CK,"1 dead embryo < 15 days old, 2 eggs with yolk only",,,,,,
2006,C,7,55.072,57.612,512,508,602,HATCH,1,3,31.4,22.2,D,31.3,22,C,31.7,22.2,B,CK,,,,,,,
2006,C,8,55.014,57.593,513,507,608,HATCH,1,3,30.3,22.4,B,30.6,22.9,B,31.2,22.7,A,CK,"526 one egg missing, 609 broke last egg: red yolk inside",,,,,,
2006,C,9,55.006,57.529,513,510,613,UNHATCH,0,3,31.8,22.5,B,30.9,22.6,B,32.2,21.7,AB,CK,unhatched egg(s) with yolk only,,,,,,
2006,C,10,54.949,57.554,513,518,612,HATCH,1,3,32.2,22.7,A ,31.8,22.7,A,31.5,22,,CK,,,,,,,
2006,C,11,54.826,57.679,514,513,527,PRED,,2,30.2,22.8,AB,30,22.6,A,,,,CK,,,,,,,
2006,C,12,55.133,57.67,516,514,608,HATCH,1,3,33.2,22.5,C,34.9,22.4,C,33.5,22.7,B,CK,"606 one egg missing, 609 broke last egg with yolk only inside",,,,,,
2006,C,13,55.017,57.41,520,522,616,HATCH,3,3,29.3,22.8,A,29.9,22.4,B,31,22.5,,CK,,,,,,,
2006,C,14,54.962,57.571,520,517,526,PRED,,3,30.8,21.2,B,29.9,22,B,29.5,21.9,B,CK,,,,,,,
2006,C,15,54.885,57.665,523,515,618,UNHATCH,0,2,31.2,22.6,D,31,22,C,,,,CK,?unhatched egg(s) with yolk only,,,,,,
2006,C,16,54.876,57.721,523,521,615,HATCH,3,3,30.8,22.5,B,30.5,22.2,AB,30.7,22,C,CK,,,,,,,
2006,C,17,54.876,57.743,602,603,622,PRED,,3,31.6,23.5,B,31.1,23.5,AB,,,,CK,,,,,,,
2006,C,18,54.893,57.598,608,609,622,PRED,,3,31.3,23,A,32,23.4,AB,31.9,23.1,,CK,,,,,,,
2006,C,19,55.012,57.609,610,607,620,PRED,,3,30.9,23.2,A,31.1,23.5,B,31.7,23.2,B,CK,,,,,,,
2006,C,20,55.003,57.671,611,608,703,HATCH,2,3,30.8,23.6,C,30.1,23.2,B,29.9,22.7,C,CK,?unhatched egg(s) with yolk only,,,,,,
2006,C,21,54.92,57.585,614,618,630,ABAN,,3,31.8,22.4,A,31,21.8,,31.3,22.2,,CK,,,,,,,
2006,C,22,54.993,57.435,616,620,710,UNKNOWN,,3,31.2,22.2,A,31.5,22,,30.9,22.3,,CK,,,,,,,
2006,C,23,54.933,57.59,622,622,,UNKNOWN,,2,31,23.5,B,29.6,23,,,,,CK,,,,,,,
2006,C,24,54.911,57.574,622,621,,UNKNOWN,,3,29.9,22.5,D,29.6,22.1,AB,30.5,22.5,AB,CK,,,,,,,
2006,C,25,54.906,57.572,622,619,703,ABAN,,3,30.4,23.2,B,30.7,23,A,30.4,23.1,AB,CK,,,,,,,
2006,C,26,54.834,57.562,623,626,,UNKNOWN,,3,31.8,22.7,AB,,,,,,,CK,,,,,,,
2006,C,27,54.871,57.606,623,615,,UNKNOWN,,3,30.2,23.5,D,31.3,23.1,C,30.9,23.2,D,CK,,,,,,,
2006,C,28,54.98,57.587,623,620,,UNKNOWN,,3,30.3,23.1,B,30.4,22.8,A,31.3,22.7,,CK,,,,,,,
2006,C,29,55.007,57.613,623,620,,UNKNOWN,,2,31.5,23.6,A,31.4,23.5,B,,,,CK,,,,,,,
2006,C,30,55.056,57.561,623,612,707,HATCH,3,3,31.7,22.6,D,31.5,22.4,D,30.5,22.8,D,CK,,,,,,,
2006,C,31,55.086,57.545,623,613,,UNKNOWN,,3,29.2,22.6,C,30.2,23,E,30,23.2,D,CK,,,,,,,
2006,C,32,55.013,57.503,623,620,,UNKNOWN,,2,31.1,22,B,30.5,22.2,AB,,,,CK,,,,,,,
2006,C,33,54.821,57.625,626,618,,UNKNOWN,,3,29.8,22.9,C,30.9,22.8,C,30.1,22.8,D,CK,,,,,,,
2006,C,34,54.86,57.661,629,626,,UNKNOWN,,2,29.7,21.8,B,30.3,22.2,AB,,,,CK,,,,,,,
2006,C,35,54.944,57.626,709,628,,UNKNOWN,,3,31.2,22.1,F,31.3,22.1,D,31.3,21.4,F,CK,,,,,,,
2006,C,36,54.904,57.597,709,701,,UNKNOWN,,3,30.5,22.4,D,31.2,22.1,C,31.6,21.9,C,CK,,,,,,,
2006,C,37,54.947,57.606,709,701,,UNKNOWN,,3,32.2,22.2,C,32.4,22.3,D,31.2,22.5,D,CK,,,,,,,
2006,C,38,54.956,57.619,709,628,,UNKNOWN,,3,30.7,23.1,F,31,23.1,D,30.4,23.4,D,CK,,,,,,,
2006,C,39,54.972,57.63,709,704,,UNKNOWN,,2,31,23.4,C,30.1,23.5,C,,,,CK,,,,,,,
2006,C,101,54.872,57.723,503,,503,ABAN,,1,31.6,21.5,A,,,,,,,SQ,nest not incubated,,,,,,
2006,C,103,54.933,57.551,503,428,505,PRED,,2,30.6,21.6,C,31,23,B,,,,SQ,,,,,,,
2006,C,104,54.942,57.533,504,429,504,ABAN,,1,32,22.2,C,,,,,,,SQ,nest probably abandoned before,,,,,,
2006,C,105,55.031,57.648,505,502,527,HATCH,3,3,32.5,23.1,C,31.4,23,B,32,22.9,A,SQ,,,,,,,
2006,C,106,54.864,57.714,512,512,527,PRED,,3,31.2,22.1,A,31.2,22.7,A,30.6,22,A,SQ,,,,,,,
2006,C,107,54.81,57.737,514,506,601,HATCH,2,3,29.8,22.5,D,31.1,22.1,D,30.6,22.6,D,SQ,?unhatched egg(s) with yolk only,,,,,,
2006,C,108,54.847,57.797,520,517,610,UNKNOWN,,3,31.1,23.1,B,30.5,22.7,B,32.4,23.1,A,SQ,,,,,,,
2006,C,109,54.833,57.734,520,517,602,PRED,,3,32.1,23.8,A,32.4,23.5,B,31.6,23,B,SQ,,,,,,,
2006,C,110,54.98,57.676,521,513,607,PRED,,3,32.5,22.8,D,31.5,23.1,D,32.2,22.8,C,SQ,,,,,,,
2006,C,111,55.017,57.642,524,516,604,HATCH,1,3,31,22.7,D,31.9,22.7,D,31.2,22.7,C,SQ,"caught one chick close to nest scrape in a 2nd attempt on 605, broke the two remaining eggs two days later, yolk inside",,,,,,
2006,C,112,54.806,57.606,524,520,614,HATCH,3,3,30.8,22.3,B,31.1,21.9,B,30.9,22.3,C,SQ,,,,,,,
2006,C,113,54.971,57.561,606,605,630,HATCH,2,3,29.8,22,A,30.2,22.2,C,29.5,21.8,AB,SQ,dead embryo in unhatched egg,,,,,,
2006,C,201,55.074,57.988,606,608,710,UNHATCH,0,3,,,A,,,AB,,,,EG,,,,,,,
2006,C,205,54.847,57.739,606,601,614,ABAN,,3,30.3,23.7,C,31.9,23.5,AB,31.1,23.2,C,EG,,,,,,,
2006,C,206,54.864,57.765,606,520,614,HATCH,3,3,32.3,23.2,D,31.2,22.6,E,33.2,22.5,F,EG,,,,,,,
2006,C,210,54.798,57.653,607,601,626,HATCH,3,3,31.3,22.7,E,30.5,22.7,D,30.4,22.8,D,EG,,,,,,,
2006,C,211,54.858,57.71,607,531,625,HATCH,1,3,31.1,22.3,D,30.4,22.2,D,31.9,22,C,EG,unhatched egg(s) with yolk only,,,,,,
2006,C,212,54.9,57.735,607,606,616,PRED,,3,31.1,22.8,A,31.5,22.2,A,31.7,22.5,AB,EG,,,,,,,
2006,C,213,54.797,57.581,607,525,619,HATCH,3,3,30,22.7,E,30.3,22.5,D,30.4,22.6,D,EG,"chicks ringed a few days after hatching, risk of brood mixing",,,,,,
2006,C,214,54.917,57.648,607,530,619,UNKNOWN,,3,31.4,21.9,D,31.9,21.6,C,32.7,21.6,C,EG,,,,,,,
2006,D,1,55.311,57.822,503,424,519,HATCH,3,3,30.9,22.5,D,31,22.7,D,30.3,21.8,D,CK,,,,,,,
2006,D,2,55.323,57.877,503,502,527,HATCH,3,3,31.6,22.7,AB,30.8,22.2,B,31.3,22.7,B,CK,,,,,,,
2006,D,3,55.257,57.836,512,507,531,PRED,,3,32.6,22.9,B,32.4,23,C,33.1,22.7,B,CK,,,,,,,
2006,D,4,54.864,57.94,514,515,609,HATCH,3,3,33.2,22.5,B,31.3,23,AB,32.7,22.9,,CK,,,,,,,
2006,D,5,55.312,57.915,516,515,610,PRED,,3,32,22.3,A,32.8,22.8,AB,31,22.9,B,CK,,,,,,,
2006,D,6,55.289,57.772,516,430,525,HATCH,3,3,33.2,22.5,F,31.3,22.8,F,30.7,21.3,E,CK,,,,,,,
2006,D,7,55.213,57.791,521,524,618,HATCH,2,3,30.2,22.6,AB,30.3,22.8,A,,,,CK,,,,,,,
2006,D,8,54.881,57.824,523,514,608,HATCH,3,3,32.2,23,D,30.8,23,D,31.1,22.6,D,CK,,,,,,,
2006,D,9,54.845,57.913,523,515,607,UNKNOWN,,3,29.6,22.6,D,30.6,22.5,D,31.9,22.3,C,CK,,,,,,,
2006,D,10,54.877,57.986,523,520,610,PRED,,3,32.5,22.9,A,30.4,22.4,B,31,23.4,B,CK,,,,,,,
2006,D,11,54.914,57.935,523,517,611,HATCH,2,3,30.5,22.5,B,31,22.6,D,30.6,22.7,C,CK,,,,,,,
2006,D,12,54.915,57.927,523,518,604,PRED,,3,31.7,22.8,C,32.9,23,B,32,23.3,C,CK,,,,,,,
2006,D,13,55.006,57.842,601,522,616,HATCH,1,2,31,22.1,C,31,23,B,,,,CK,unhatched egg(s) with yolk only,,,,,,
2006,D,14,55.167,57.882,528,526,620,HATCH,1+,3,31.1,22.8,B,31.6,22.7,B,31.4,22,B,CK,"615 one egg missing, unhatched egg with yolk only, chick not ringed",,,,,,
2006,D,15,55.132,57.848,523,518,611,PRED,,3,30.5,22.3,B,31.2,22.6,B,31.3,22.5,C,CK,,,,,,,
2006,D,16,55.068,57.78,611,603,618,PRED,,3,31.2,22.2,D,30.4,22.4,D,32.6,22.3,D,CK,,,,,,,
2006,D,17,55.157,57.816,612,530,624,HATCH,3,3,32,21.9,F,32.5,22.6,E,30.8,22.5,E,CK,,,,,,,
2006,D,18,55.277,57.864,612,611,706,HATCH,1,3,30.1,22.6,B,31.4,22.8,AB,31.1,22.7,A,CK,"one unhatched egg with yolk, the other with dead embryo inside",,,,,,
2006,D,19,55.245,57.917,612,604,615,PRED,,3,32.5,22.5,C,31.7,22.7,D,30.9,22.2,C,CK,,,,,,,
2006,D,20,55.103,57.829,612,531,621,PRED,,3,30.8,23,F,30.3,23,F,30.5,22,F,CK,,,,,,,
2006,D,21,55.04,57.833,612,529,623,HATCH,2,3,32.3,22.5,D,32.1,22.9,E,31.8,22.9,F,CK,?unhatched egg(s) with yolk only,,,,,,
2006,D,22,55.094,57.795,613,605,630,HATCH,2,3,31.7,22.8,C,32.8,23.5,C,31.1,23.5,C,CK,,,,,,,
2006,D,23,55.014,57.983,613,602,627,HATCH,3,3,31.4,23.3,D,30.8,23.5,D,29,22,D,CK,"chick ringed a few days after hatching, risk of brood mixing",,,,,,
2006,D,24,55.032,57.997,613,612,707,HATCH,2,3,32.7,22.5,B,31.5,22.5,AB,30,22.6,B,CK,unhatched egg(s) with yolk only,,,,,,
2006,D,25,55.057,57.967,615,612,707,HATCH,3,3,29.8,22.8,C,29.9,22.2,B,30,21.9,AB,CK,,,,,,,
2006,D,26,54.95,57.883,616,620,,UNKNOWN,,3,31.3,22.7,A,32.1,23.2,,31.8,23,,CK,,,,,,,
2006,D,27,54.924,57.924,616,620,,UNKNOWN,,3,31.8,22.4,A,31.2,23,,34,22.6,,CK,,,,,,,
2006,D,28,54.92,57.942,616,605,630,HATCH,3,3,31.1,22.8,D,31.3,22.5,D,30.7,22.7,D,CK,,,,,,,
2006,D,29,54.911,57.971,616,604,617,PRED,,3,31.3,22.3,F,30.8,22.2,F,32.6,22,F,CK,,,,,,,
2006,D,30,54.873,57.987,616,619,704,ABAN,,3,32,23.3,AB,33.1,23.1,,32.7,22.9,,CK,,,,,,,
2006,D,31,54.898,58.013,616,525,619,HATCH,2,3,32.7,23.2,F,32.2,23.5,F,32.7,23,F,CK,unhatched egg(s) with yolk only,,,,,,
2006,D,32,54.934,58.031,616,613,708,HATCH,2,3,30.8,22.7,C,31,23.1,AB,30.1,23.3,C,CK,,,,,,,
2006,D,33,54.915,58.017,616,605,630,HATCH,2+,3,31.3,22,D,29.8,22.1,D,31.7,22.7,E,CK,,,,,,,
2006,D,34,54.969,57.999,616,524,618,HATCH,2,3,32.3,23,F,31.1,23,F,31,23,F,CK,,,,,,,
2006,D,35,55.238,57.824,617,609,704,HATCH,3,3,34.6,22.7,C,31.6,23.1,D,31.8,23,D,CK,,,,,,,
2006,D,36,55.282,57.883,617,603,628,HATCH,2,3,,,F,,,D,,,F,CK,unhatched egg(s) with yolk only,,,,,,
2006,D,37,55.229,57.806,619,613,708,HATCH,2,3,32,22.6,B,31.2,22.5,C,31.2,22.2,D,CK,,,,,,,
2006,D,38,55.159,57.931,621,611,703,UNKNOWN,,3,34,23.2,E,31.6,23.1,D,33.6,23.3,D,CK,"two eggs abandoned, other egg unclear whether hatched or destroyed",,,,,,
2006,D,39,55.181,57.94,621,613,708,HATCH,2,3,30.7,22.2,D,31,22,C,30,22.3,,CK,703 one egg missing,,,,,,
2006,D,40,55.295,57.889,621,608,703,HATCH,1,2,30.9,22.8,D,31.7,23,D,,,,CK,unhatched egg(s) with yolk only,,,,,,
2006,D,41,55.311,57.897,703,628,,UNKNOWN,,3,30.7,22.3,C,30.5,22.9,C,31.1,22.2,C,CK,,,,,,,
2006,D,42,55.105,57.746,704,626,,UNKNOWN,,3,30.8,22.6,D,30.3,22.3,D,29.5,22.2,D,CK,,,,,,,
2006,D,43,54.924,57.713,704,609,704,HATCH,1+,2+,32.4,22.8,F,,,,,,,CK,"found freshly hatched chick in the nest scrape, unhatched egg with yolk only, not clear whether there was a second chick",,,,,,
2006,D,44,55.072,57.963,706,625,,UNKNOWN,,3,30.5,23.2,D,30.4,23,F,29.8,23.1,F,CK,,,,,,,
2006,D,45,54.899,57.969,706,701,,UNKNOWN,,3,31.1,22.9,C,31.1,23.5,B,30.7,23.6,C,CK,,,,,,,
2006,D,46,54.862,57.963,706,628,,UNKNOWN,,2,31.4,22.4,D,31.6,23.2,D,,,,CK,,,,,,,
2006,D,47,55.118,57.696,706,703,,UNKNOWN,,3,30.8,22,AB,30.8,22.8,B,31.9,22.8,B,CK,,,,,,,
2006,D,101,55.287,57.85,504,506,531,UNKNOWN,,3,30,22,B,29.9,22.1,A,,,,SQ,,,,,,,
2006,D,102,55.308,57.844,507,504,529,HATCH,1+,3,30.2,22.4,A,31.4,22.1,C,29.7,22.4,B,SQ,"2 eggs/chicks disappeared at hatching, after the first chick had hatched",,,,,,
2006,D,103,55.323,57.865,507,502,527,PRED,,3,30.6,22.8,C,30.7,22.4,B,31.9,23,A,SQ,,,,,,,
2006,D,104,54.877,57.856,514,511,604,UNKNOWN,,3,32.4,22.3,A,31.4,22.2,B,31.3,22.5,A,SQ,,,,,,,
2006,D,105,54.894,57.765,514,511,523,PRED,,3,31,22.4,B,30.1,22.2,A,30.3,22.9,B,SQ,,,,,,,
2006,D,106,54.91,57.729,514,514,531,PRED,,3,31.2,21.8,A,30.7,22.8,A,30.3,22.3,A,SQ,,,,,,,
2006,D,107,54.895,57.829,520,520,609,UNKNOWN,,3,31.9,22.8,A,30.8,22.8,A,30,23,A,SQ,,,,,,,
2006,D,108,54.919,57.795,520,515,609,UNKNOWN,,3,29.7,22.5,B,29.7,22.4,A,30.7,22,C,SQ,,,,,,,
2006,D,109,,,520,517,521,PRED,,3,30.2,23.7,A,32.2,23.6,A,30.6,23.5,B,SQ,,,,,,,
2006,D,110,,,520,515,602,PRED,,3,32.6,22.3,A,32.4,22.4,B,32,22.7,C,SQ,,,,,,,
2006,D,111,54.996,57.999,521,518,531,PRED,,3,30,22.9,B,30.4,23,B,30.4,22.7,A,SQ,,,,,,,
2006,D,112,55.013,57.974,521,521,605,PRED,,3,33,22.5,A,33.1,23.4,A,32.8,23.4,A,SQ,,,,,,,
2006,D,113,54.879,57.806,524,512,606,HATCH,3,3,30.8,22.7,D,31.5,22.3,D,31.3,22.4,D,SQ,,,,,,,
2006,D,114,54.861,57.84,524,511,607,HATCH,1+,3,31.3,21.6,B,29.8,21.3,B,30.1,21.5,C,SQ,only one chick ringed a few days after hatching,,,,,,
2006,D,115,54.901,57.902,524,516,604,BROKEN,,3,29.5,22.8,D,30,21.9,C,29.6,23.1,C,SQ,accidentially stepped on nest,,,,,,
2006,D,116,54.99,57.902,524,526,620,HATCH,3,3,33,22.3,A,32.4,22.7,A,,,,SQ,,,,,,,
2006,D,117,54.98,57.689,524,510,604,HATCH,1,3,31.2,22.5,C,31.5,22.4,D,31,22.1,C,SQ,unhatched egg(s) with yolk only,,,,,,
2006,D,118,55.062,57.931,526,520,614,HATCH,3,3,30.2,22.4,B,30.2,22.3,B,30.2,23.3,C,SQ,"chick ringed a few days after hatching, risk of brood mixing",,,,,,
2006,D,119,54.921,57.741,526,526,620,HATCH,3,3,31.2,22.8,A,30.8,22.7,A,,,,SQ,,,,,,,
2006,D,120,54.924,57.774,606,608,616,PRED,,3,29.7,22.5,B,30,22.8,D,,,,SQ,,,,,,,
2006,D,122,54.881,57.911,607,528,609,PRED,,3,30.3,22.5,E,31.3,22.5,E,32.1,21,E,SQ,?2 dead emryos and one egg with yolk only,,,,,,
2006,D,202,55.172,57.726,606,603,628,HATCH,2,3,,,AB,,,A,,,B,EG,unhatched egg(s) with yolk only,,,,,,
2006,D,203,55.191,57.762,606,603,628,HATCH,1,3,,,AB,,,B,,,C,EG,"one unhatched egg with yolk, the other with dead embryo inside",,,,,,
2006,D,204,55.041,57.731,606,601,621,PRED,,3,,,C,,,C,,,AB,EG,,,,,,,
