year,site,nest,easting,northing,found_date,found_time,laying_date,clutch_size,end_date,fate,no_chicks,length1,width1,float1,length2,width2,float2,length3,width3,float3,observer,floating_date,comments_field,comments_stdfile
2007,S,1,260364,1676891,925,1740,920,3,1016,HATCH,NA,30.3,22.34,C,31.24,23.22,NA,31.38,23.7,NA,TS,NA,NA,NA
2007,S,2,260370,1676869,925,1745,925,2,1021,HATCH,2,31.72,23.96,NA,32.64,23,NA,NA,NA,NA,TS,NA,fresh nest  found on 925,NA
2007,S,3,260421,1676822,925,1805,917,3,NA,NA,NA,31.54,23,D,31.74,23.54,NA,31.18,22.5,NA,TS,NA,NA,NA
2007,S,4,260484,1676629,926,730,918,3,1016,HATCH,NA,33.42,24.22,D,33.22,23.22,NA,33.12,24.06,NA,TS,NA,NA,NA
2007,S,5,260525,1676536,926,810,918,3,1016,HATCH,NA,32.94,21.96,D,32.5,21.64,NA,32.56,21.9,NA,TS,NA,NA,NA
2007,S,6,260970,1676012,926,930,927,3,NA,NA,NA,33.94,23.1,NA,34.28,23.2,NA,34.12,23.14,NA,TS,NA,found with 2 eggs on 24 Sept,NA
2007,S,7,260154,1677510,925,150,925,1,NA,NA,NA,34.82,24.32,NA,NA,NA,NA,NA,NA,NA,TS,NA,NA,NA
2007,S,8,260148,1677571,925,1530,920,3,NA,NA,NA,31.1,23.84,C,31.58,24.02,NA,31.7,23.68,NA,TS,NA,NA,NA
2007,S,9,260804,1676172,926,920,921,3,1016,HATCH,NA,32.54,22.92,C,32.32,22.78,NA,32.52,22.9,NA,TS,NA,NA,NA
2007,S,10,260731,1678043,926,1650,926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TS,NA,one egg,NA
2007,S,11,260570,1678345,926,1710,921,3,NA,NA,NA,32.82,23.54,C,32.24,23.22,NA,31.9,23.5,NA,TS,NA,NA,NA
2007,S,12,260431,1676787,926,1810,921,2,NA,NA,NA,32.96,23.08,C,33.76,22.74,NA,NA,NA,NA,TS,NA,NA,NA
2007,S,13,260459,1676693,926,1820,925,2,NA,NA,NA,34,24.12,AB,33.78,23.5,NA,NA,NA,NA,TS,NA,NA,NA
2007,S,14,260159,1677511,927,1100,927,1,NA,NA,NA,33.92,24.22,NA,NA,NA,NA,NA,NA,NA,TS,NA,NA,NA
2007,S,15,260801,1677483,927,1600,926,2,NA,NA,NA,31.68,23.1,AB,31.74,22.7,NA,NA,NA,NA,PL,NA,Measured by Pedrin Lopez,NA
2007,S,16,260148,1677854,1015,1000,1004,1,NA,NA,NA,33.2,22.3,F,NA,NA,NA,NA,NA,NA,AC,NA,Armindo Costa. 2 eggs on 1014 and no eggs on 1015 afternoon,NA
2007,S,17,260886,1675954,1015,720,1010,3,NA,NA,NA,32.82,23.96,C,31,23.22,NA,31.66,23.16,NA,"PL,AC",NA,NA,NA
2007,S,18,260518,1676575,1014,840,1011,2,1015,PRED,NA,30.62,22.48,C,30,22.86,NA,NA,NA,NA,AC,NA,2 eggs 1014. 1 egg 1015 morning. No eggs 1015 aftrnoon,NA
2007,S,19,260664,1676090,1017,720,1006,3,1021,HATCH,2,32.72,23.26,F,32.98,23.48,NA,32.44,23.2,NA,PL,NA,NA,NA
2007,S,20,260842,1676107,1017,1025,1006,3,NA,NA,NA,32.98,25,F,33.12,24.88,NA,34.1,24.78,NA,PL,NA,NA,NA
2007,S,21,260190,1677373,1018,850,1007,3,1025,HATCH,3,32.02,23.78,F,31.92,22.72,NA,32.74,22.82,NA,AC,NA,NA,NA
2007,S,22,260266,1678162,1019,745,1011,2,NA,NA,NA,31.54,23.98,D,33.02,22.82,NA,NA,NA,NA,AC,NA,NA,NA
2007,S,23,260195,1677532,1019,815,1011,3,NA,HATCH,NA,31.98,23.54,D,32.62,23.3,NA,31.84,23.2,NA,AC,NA,NA,NA
2007,S,24,261073,1675982,1022,855,1026,3,1111,PRED,NA,34.2,23.12,A,34.6,23,AB,NA,NA,NA,PL,NA,a single egg on 1022. Renesting by the same F as in S6. three eggs on 1105. Predated on 1111.,NA
2007,S,25,260585,1676198,1022,1730,1014,3,1111,HATCH,2,32.52,23.1,D,31.64,22.98,NA,32.22,23.14,NA,PL,NA,hatched on 1111. Two chicks captured.,NA
2007,S,26,261168,2375831,1023,715,929,3,NA,NA,NA,31.2,23.18,F,31.1,22.72,pipping,31.72,22.78,pipping,PL,NA,all peeping,NA
2007,S,27,260649,1678206,1024,700,1023,3,NA,PRED,NA,33.32,23.16,AB,33.48,23.3,NA,32.48,23.54,NA,PL,NA,NA,NA
2007,S,28,260920,1676099,1106,715,1030,2,1112,PRED,NA,32.3,23.42,C,31.4,23.78,D,NA,NA,NA,PL,NA,1 egg predated by a dog on 1108. Predated on 1112,NA
2007,S,29,260169,1677423,1106,1755,1104,3,1117,PRED,NA,31.2,22.78,AB,32.3,22.7,C,31.82,22.34,AB,PL,NA,only 1 egg on 1115,NA
2007,S,30,260511,1676327,1107,1630,1027,2,NA,Abandoned,NA,30.32,22.4,F,29.28,21.38,F,NA,NA,NA,PL,NA,NA,NA
2007,S,31,260506,1676429,1107,1730,1027,2,1117,HATCH,2,30.7,22.84,F,31.94,22.94,F,NA,NA,NA,PL,NA,NA,NA
2007,S,32,260274,1676979,1107,1814,1031,2,1127,HATCH,2,32.38,24.12,C,32.76,24.9,D,NA,NA,NA,PL,NA,NA,NA
2007,S,33,260302,1676928,1107,1822,1030,2,1127,HATCH,2,31.34,23.6,D,32.56,23.48,D,NA,NA,NA,PL,NA,NA,NA
2007,S,34,260160,1677444,1111,1535,1109,2,NA,NA,NA,32.66,23.4,B,32.82,23.32,AB,NA,NA,NA,PL,NA,NA,NA
2007,S,35,260517,1675994,1113,655,1102,3,1122,HATCH,3,31.72,22.12,F,31.58,23.36,F,32.52,23.22,F,PL,NA,NA,NA
2007,S,36,260742,1675992,1115,NA,1106,2,NA,Abandoned,NA,33.6,24.9,D,34.9,24.26,E,NA,NA,NA,PL,NA,NA,NA
2008,PP,1,260578,1676389,429,900,422,3,NA,Abandoned,NA,32.9,22.5,D,32.5,22.6,D,32.9,22.5,NA,RJB,NA,NA,NA
2008,PP,2,261194,1676015,502,1100,501,2,523,Abandoned,NA,34.3,24.1,B,33,24.3,B,NA,NA,NA,AAT,NA,NA,NA
2008,PP,3,260560,1676570,506,1600,502,3,524,Abandoned,NA,30.3,21.8,C,34.25,22.7,C,32.9,21.8,NA,AAT,NA,NA,NA
2008,PP,4,263764,1673524,520,900,510,3,601,NA,NA,31.9,23.3,E,32,23.2,NA,33.2,23.3,NA,AAT,NA,NA,NA
2008,PP,5,263940,1673434,520,930,512,2,603,NA,NA,30.6,23,D,30.6,22.5,NA,NA,NA,NA,AAT,NA,NA,NA
2008,PP,6,264108,1673429,520,1042,426,2,520,HATCH,1,32,23.5,E,NA,NA,NA,NA,NA,NA,AAT,NA,Chick just hatched (it was still wet). No ringed female,NA
2008,PP,7,265491,1672787,520,1501,519,1,NA,NA,NA,34,23.7,AB,NA,NA,NA,NA,NA,NA,AAT,NA,MALE WAS INCUBATING AT NEST,NA
2008,PP,8,261999,1684094,522,830,513,1,NA,NA,NA,32.6,22.1,E,NA,NA,NA,NA,NA,NA,AAT,NA,this nest is in Calhieta,NA
2008,PP,9,263257,1673555,523,1530,514,2,NA,NA,NA,31.5,22.6,E,31.6,23,E,NA,NA,NA,AAT,NA,"Near the road. Male was incubating, without rings.",NA
2008,S,1,260326,1676999,924,NA,915,3,1005,HATCH,3,32.06,24,E,32.36,24.72,D,34.84,24.72,D,TS,NA,NA,NA
2008,S,2,260378,1676866,924,NA,917,2,NA,NA,NA,32.2,23.1,F,32.3,23,D,NA,NA,NA,TS,NA,NA,NA
2008,S,3,260432,1676788,924,NA,918,3,1008,HATCH,NA,30.86,22.8,D,32,22.66,D,33.16,22.38,D,TS,NA,NA,NA
2008,S,4,260518,1676539,924,NA,NA,NA,927,TRAMPLED,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TS,NA,NA,NA
2008,S,5,261022,1676005,925,NA,NA,NA,NA,DISAPPEARED,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TS,NA,NA,NA
2008,S,6,260679,1676074,925,NA,NA,1,1008,DISAPPEARED,NA,30.5,22.86,NA,NA,NA,NA,NA,NA,NA,TS,NA,NA,NA
2008,S,7,261081,1675702,926,NA,916,2,1005,PREDATED,NA,34,23.3,F,32.8,23.5,E,NA,NA,NA,TS,NA,NA,NA
2008,S,8,260750,1675979,926,NA,917,3,1006,HATCH,2,32.4,23.4,E,32.2,23,D,32.9,22.9,E,TS,NA,NA,NA
2008,S,9,260146,1677589,927,NA,NA,NA,1007,DISAPPEARED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TS,NA,NA,NA
2008,S,10,260189,1677366,928,NA,918,3,1007,HATCH,3,32.6,22.8,E,33.2,22.4,F,32.6,22.6,F,TS,NA,NA,NA
2008,S,11,260140,1677566,928,NA,918,3,1007,HATCH,1,32.7,23.1,F,32.2,23.7,E,32.3,23.2,D,TS,NA,NA,NA
2008,S,12,260822,1676056,1001,NA,928,1,1009,DISAPPEARED,NA,34.3,29,F,NA,NA,NA,NA,NA,NA,TS,NA,NA,NA
2008,S,13,260179,1677576,1004,NA,1002,2,1021,UNKNOWN,NA,32.8,24.6,C,32.1,23.2,B,NA,NA,NA,"TS, AAT",NA,NA,NA
2008,S,14,260549,1676549,1005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TS, AAT",NA,NA,NA
2008,S,15,261769,1675568,1011,NA,1001,3,1023,HATCH,3,33.8,24,E,33,24,E,32.5,23.5,D,"EP, EAR",NA,camera system set 3 days from 11:50 at 101308; Evelyne Pereira,NA
2008,S,16,261237,1675775,1013,NA,919,3,1016,HATCH,3,32.3,22.8,F,32.6,23,pipping,33.2,22.8,pipping,"AAT, EP",NA,egg 2 and 3 pipping when found,NA
2008,S,17,261618,1675763,1013,NA,1004,1,1021,DESTROYED,0,31.2,22.8,F,NA,NA,NA,NA,NA,NA,EP,NA,NA,NA
2008,S,18,260195,1678078,1021,NA,1014,3,1108,HATCH,3,32.7,23.6,B,34,23.9,D,33,24.2,D,AAT,NA,NA,NA
2008,S,19,261506,1675462,1021,NA,1016,3,1107,DESTROYED,0,32.1,23.9,B,31.7,24.2,C,31.5,23.8,C,AAT,NA,Third egg measured 1027,NA
2008,S,20,260506,1676480,1023,NA,1021,3,1117,HATCH,3,31.2,21.7,AB,31.4,21.7,AB,32.5,21.8,B,AAT,NA,FEMALE MX.OX|OX.BX AT NEST,NA
2008,S,21,261903,1675620,1023,NA,1015,3,1113,HATCH,3,31.9,24.4,D,32.1,23.6,C,33,23.7,C,AAT,NA,NA,NA
2008,S,22,NA,NA,1111,NA,1018,NA,1116,HATCH,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,AAT,NA,Details at EAR's notebook; Elvio Rosa,NA
2008,S,23,266234,1672883,1113,NA,1020,NA,1113,HATCH,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,AAT,NA,Details at EAR's notebook,NA
2009,Lagoa Cimidor,1,274652,1677987,1017,NA,1007,3,NA,UNKNOWN,NA,33.9,23.2,E,34.2,23.2,E,32.8,23.4,E,AAT,NA,Lagoa Cimidor,NA
2009,Lagoa Cimidor,2,274683,1677962,1017,NA,925,3,NA,UNKNOWN,NA,34.2,23.2,pipping,33.4,22.2,pipping,32.4,22,pipping,AAT,NA,Lagoa Cimidor,NA
2009,Lagoa Cimidor,3,274648,1677975,1017,NA,1007,3,NA,UNKNOWN,NA,33.1,24,E,32.2,24.1,E,32.9,23.7,E,AAT,NA,Lagoa Cimidor,NA
2009,Ribeira do Lagoa,1,269684,1673621,910,NA,907,3,NA,UNKNOWN,NA,24.1,32.4,B,23.8,32.4,B,24.2,33.3,AB,AAT,NA,Ribera do Lagoa,NA
2009,Ribera do Joao,1,272074,1675011,930,NA,922,3,NA,UNKNOWN,NA,33.4,22.9,D,33.9,23,D,33.9,22.7,D,AAT,NA,Ribera do Joao,NA
2009,S,5,260986,1675975,911,NA,914,3,1010,HATCH,2,32.4,23.5,C,32.4,23.7,C,31.5,23.3,B,AAT,NA,NA,NA
2009,S,6,261247,1675782,918,NA,913,2,1010,HATCH,1,34.2,23.3,D,34.3,22.9,C,NA,NA,NA,AAT,NA,NA,NA
2009,S,7,261412,1675647,919,NA,916,3,1016,HATCH,3,33.4,23,C,33.5,23.8,B,34.2,23.3,AB,AAT,NA,NA,NA
2009,S,8,261733,1676417,922,NA,920,3,1018,HATCH,3,33.4,22.3,B,33.3,23.4,AB,33.6,23.2,B,AAT,NA,TS floated them,NA
2009,S,9,260133,1677549,924,NA,924,3,NA,HATCH,3,32.9,23.9,B,32.9,23.5,C,32,23.3,AB,AAT,NA,NA,NA
2009,S,10,260725,1676002,926,NA,923,2,1017,HATCH,1,34,23.4,C,34,23.1,C,NA,NA,NA,AAT,NA,NA,NA
2009,S,11,260360,1676886,928,NA,1002,3,1025,HATCH,1,32.3,22.9,B,32.3,22.4,B,32.9,23.2,B,AAT,NA,NA,NA
2009,S,12,260522,1676403,929,NA,923,2,1016,HATCH,1,32.9,21.8,C,33.2,21.9,D,NA,NA,NA,AAT,NA,NA,NA
2009,S,13,260784,1676139,929,NA,925,3,1026,HATCH,1,32.3,22.9,C,32.1,22.6,B,31.2,22.8,B,AAT,NA,NA,NA
2009,S,14,260262,1678220,930,NA,NA,1,1006,DISAPPEARED,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,AAT,NA,NA,NA
2009,S,15,260711,1676072,1001,NA,925,3,1020,HATCH,3,31.2,22.6,D,30.8,23.1,C,31,23.2,C,AAT,NA,NA,NA
2009,S,16,261017,1675830,1003,NA,929,2,1016,HATCH,2,31.3,23,C,32.2,23.3,C,NA,NA,NA,AAT,NA,NA,NA
2009,S,17,260394,1676799,1005,NA,1001,3,1028,HATCH,1,32.6,22.2,B,31.7,22.4,B,32.5,22.4,C,AAT,NA,NA,NA
2009,S,18,262018,1675657,1006,NA,1001,2,1030,HATCH,2,34,22.8,C,34.3,22.8,C,NA,NA,NA,AAT,NA,NA,NA
2009,S,19,261809,1675885,1006,NA,930,3,NA,UNKNOWN,NA,32.7,23.8,D,32.3,23.5,D,33.3,23.4,C,AAT,NA,Islets,NA
2009,S,20,261856,1675750,1006,NA,930,3,NA,DESTROYED,0,31.6,22.8,C,32.3,22.9,C,32.1,22.9,D,AAT,NA,Islets,NA
2009,S,21,261100,1675678,1007,NA,929,3,1023,HATCH,2,32.4,23.8,D,32.2,23.2,D,32.2,23.5,D,AAT,NA,NA,NA
2009,S,22,261901,1675631,1007,NA,1004,3,NA,UNKNOWN,NA,32.9,24,C,32.1,24.1,B,32.2,23.9,AB,AAT,NA,Islets,NA
2009,S,23,261912,1675510,1007,NA,1001,3,1012,Abandoned,0,34.8,22.6,D,35.9,22.8,C,35.9,22.7,B,AAT,NA,Islets,NA
2009,S,24,261788,1675425,1007,NA,1001,3,1023,HATCH,2,32.7,23,D,32.9,22.8,C,32.8,22.9,C,AAT,NA,Islets,NA
2009,S,25,261694,1675486,1007,NA,1004,2,1028,HATCH,1,34.1,23.1,B,33.3,23.2,B,NA,NA,NA,AAT,NA,Islets,NA
2009,S,26,261772,1675604,1007,NA,NA,1,NA,UNKNOWN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AAT,NA,Islets,NA
2009,S,27,261722,1676374,1009,NA,1004,3,1031,HATCH,3,32.6,23.1,C,32.4,23,C,34,22.9,C,AAT,NA,NA,NA
2009,S,28,260154,1677982,1010,NA,1008,2,1019,DISAPPEARED,0,32.7,23.2,B,33.3,23.2,AB,NA,NA,NA,AAT,NA,NA,NA
2009,S,29,260218,1678190,1011,NA,1008,2,1105,HATCH,1,32,22.6,B,32,23.3,B,NA,NA,NA,AAT,NA,NA,NA
2009,S,30,261968,1675756,1014,NA,1010,3,1106,HATCH,3,32.7,22.9,AB,31.6,23.1,B,31.1,22.3,C,AAT,NA,NA,NA
2009,S,31,261844,1675526,1014,NA,1006,3,1110,HATCH,3,32.2,23.3,C,32,22.5,D,31.7,22.5,B,AAT,NA,Islets,NA
2009,S,32,260272,1678335,1016,NA,1006,3,1105,HATCH,3,32.6,23.5,D,32.7,23.3,C,32.6,23.5,D,AAT,NA,NA,NA
2009,S,33,260180,1677369,1020,NA,926,3,1020,HATCH,3,33,22.4,pipping,NA,NA,NA,NA,NA,NA,AAT,NA,"Found with two chicks, one egg",NA
2009,S,34,261775,1675608,1024,NA,1013,2,NA,UNKNOWN,NA,34.4,22.8,F,34.9,23.5,F,NA,NA,NA,AAT,NA,Islets,NA
2009,S,35,261635,1675746,1024,NA,1023,1,NA,UNKNOWN,NA,31.2,22.7,AB,NA,NA,NA,NA,NA,NA,AAT,NA,Islets,NA
2009,S,36,260208,1677201,1026,NA,1016,3,1109,HATCH,2,33.8,23.5,E,34.8,23.2,E,33.6,23.1,E,AAT,NA,"Maybe 3 chicks hatched, trapped just 2",NA
2009,S,37,261104,1675810,1029,NA,1104,3,NA,NA,NA,30.4,23.4,D,30.4,22.8,E,30.4,22.7,E,AAT,NA,NA,NA
2009,S,38,260078,1677588,1030,NA,1027,2,NA,NA,NA,32.9,23.6,B,33.2,23.4,B,NA,NA,NA,AAT,NA,NA,NA
2009,S,39,261065,1675850,1103,NA,1025,3,NA,NA,NA,32.7,23.1,E,33.5,23,E,33.7,22.5,E,AAT,NA,NA,NA
2009,S,40,260169,1678063,1104,NA,1028,3,NA,DISAPPEARED,NA,32.4,24,D,33.5,24.1,D,32.2,23.6,D,AAT,NA,NA,NA
2009,S,41,260181,1677323,1104,NA,1107,3,NA,NA,NA,33.6,22.2,C,32.8,22.7,B,32.8,21.9,AB,AAT,NA,NA,NA
2009,S,42,260187,1677387,1104,NA,1028,3,NA,NA,NA,32.1,23.3,D,32.5,24,D,32.3,23.5,D,AAT,NA,NA,NA
2009,S,43,261829,1675519,1107,NA,1104,2,NA,UNKNOWN,NA,23.8,32.5,B,24.1,32.5,C,NA,NA,NA,AAT,NA,Islets,NA
2009,S,44,260159,1677949,1110,NA,1101,3,NA,DISAPPEARED,NA,32.7,23.8,E,32.8,23.4,D,32.3,23.5,E,AAT,NA,NA,NA
2009,S,45,260519,1676361,1114,NA,1104,3,1122,HATCH,1,32.9,23.6,E,31.3,23.5,E,31.2,23.5,E,AAT,NA,NA,NA
2009,S,101,260142,1677608,914,1820,NA,2,1011,HATCH,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TS,NA,NA,NA
2009,S,102,260814,1675857,914,828,919,2,1013,HATCH,1,34,23.6,NA,33.7,23.5,NA,NA,NA,NA,TS,NA,NA,NA
2009,S,103,260418,1676745,920,1706,NA,2,NA,DISAPPEARED,0,32.2,22.6,NA,33.6,23.3,NA,NA,NA,NA,TS,NA,NA,NA
2009,S,104,261837,1675757,923,1615,NA,1,NA,DISAPPEARED,0,36.2,22.4,NA,NA,NA,NA,NA,NA,NA,TS,NA,NA,NA
2009,S,105,260390,1676816,925,857,NA,2,NA,DISAPPEARED,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TS,NA,NA,NA
2009,S,106,260648,1676220,926,1120,922,2,NA,DISAPPEARED,0,33.3,22.8,C,34,23.4,B,NA,NA,NA,TS,NA,NA,NA
2009,S,107,260513,1676315,926,1205,921,2,1015,HATCH,2,30.7,22.6,C,32.6,22.9,C,NA,NA,NA,TS,NA,NA,NA
2009,S,108,260743,1675966,927,852,926,3,1020,HATCH,1,31.6,23.5,NA,30.7,23.2,NA,31,23.3,NA,TS,NA,NA,NA
2009,S,109,260537,1676197,927,955,929,3,1025,HATCH,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TS,NA,NA,NA
2009,S,110,260513,1676225,927,959,926,3,1020,HATCH,3,31.4,23,C,30.8,23,AB,31.1,23.2,B,TS,NA,NA,NA
2009,S,111,260487,1676594,928,1200,926,2,NA,HATCH,2,31.5,23,AB,31.8,23,B,NA,NA,NA,TS,NA,NA,NA
2009,S,112,261746,1676383,929,744,919,3,NA,DISAPPEARED,0,31.1,22.6,D,31,22.5,E,31.9,22.9,F,TS,NA,NA,NA
2009,S,113,261551,1676807,929,1007,927,3,NA,DISAPPEARED,0,31.8,22.5,B,31.1,22.8,AB,32.1,22.6,B,TS,NA,NA,NA
2009,S,114,261305,1676844,929,1029,928,2,1023,HATCH,3,31.6,23,AB,31.1,23.4,AB,NA,NA,NA,TS,NA,NA,NA
2009,S,115,261273,1676974,929,1130,927,3,NA,DISAPPEARED,0,31.3,22.5,B,31.3,22,AB,32.3,23,AB,TS,NA,NA,NA
2009,S,116,260776,1675996,929,1830,928,3,1023,HATCH,1,32,23,AB,31.8,22.8,B,32.8,22.9,AB,TS,NA,NA,NA
2009,S,117,260764,1677448,930,750,929,3,NA,DISAPPEARED,0,32.2,24.5,AB,32.5,24.1,AB,32.7,24.8,AB,TS,NA,NA,NA
2009,S,118,261356,1675557,930,1141,929,3,1030,HATCH,3,32.6,22.5,NA,31.8,22.6,NA,32.2,22.7,NA,TS,NA,NA,NA
2009,S,119,261504,1675485,1002,1022,929,3,1023,HATCH,3,32,23.1,B,32,23.3,C,31.9,22.9,B,TS,NA,NA,NA
2009,S,120,260915,1677908,1004,1246,927,3,NA,HATCH,1,33.5,23.4,D,33.4,23.4,D,33.2,22.9,D,TS,NA,NA,NA
2009,S,121,261467,1676743,1004,757,930,3,NA,HATCH,UNKNOWN,32.2,23.4,C,32.3,23.3,B,32.2,23.2,NA,TS,NA,NA,NA
2009,S,122,261550,1675536,1004,1650,927,2,NA,HATCH,1,32,23.4,D,32.1,23.1,D,NA,NA,NA,TS,NA,NA,NA
2009,S,123,NA,NA,NA,NA,1007,NA,1105,HATCH,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TS,NA,NA,NA
2009,S,124,261737,1676068,1007,1556,1001,3,NA,NA,NA,34,23.9,C,35,24,D,35.3,24.1,D,TS,NA,NA,NA
2009,S,125,261704,1676032,1007,1610,929,3,NA,NA,NA,33.5,23.9,E,33,23.4,E,33.5,23.8,D,TS,NA,NA,NA
2009,S,126,261549,1676032,1007,1651,930,3,NA,NA,NA,32.3,23.2,D,32.9,23.6,D,32.3,23.1,D,TS,NA,NA,NA
2009,S,127,261550,1675723,1007,1758,928,2,NA,NA,NA,31.7,23.1,F,32.2,22.8,D,NA,NA,NA,TS,NA,NA,NA
2009,S,128,261708,1675720,1007,1830,930,3,NA,NA,NA,33.6,22.5,D,33.9,22.6,D,33.7,22.5,D,TS,NA,NA,NA
2009,S,129,261595,1675775,1007,1809,914,3,1008,HATCH,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TS,NA,NA,NA
2009,S,130,266929,1675996,1015,1154,1006,3,NA,DISAPPEARED,0,31.5,21.9,D,32.2,21.9,E,32.3,22.2,E,TS,NA,NA,NA
2009,S,131,NA,NA,1019,952,NA,1,NA,UNKNOWN,NA,33.3,21.8,NA,NA,NA,NA,NA,NA,NA,TS,NA,NA,NA
2009,S,132,NA,NA,1019,1015,1014,2,NA,UNKNOWN,NA,34.1,22.6,D,33.8,22.4,B,NA,NA,NA,TS,NA,NA,NA
2009,S,201,261481,1675579,1007,NA,1004,3,NA,NA,NA,31.5,23.9,B,31.6,23.8,B,31.8,23.4,B,EAR,NA,NA,NA
2009,S,202,260318,1676964,1024,1026,1014,2,NA,NA,NA,32.9,23.1,E,33.5,23.4,E,NA,NA,NA,NA,NA,NA,NA
2009,S,203,NA,NA,1103,1124,NA,1,NA,NA,NA,33.1,23.2,NA,NA,NA,NA,NA,NA,NA,VLPC,NA,NA,NA
2009,S,204,260224,1677160,NA,NA,1129,3,NA,UNKNOWN,NA,23.3,31.9,A,23.7,32.4,A,23.8,31.1,A,EAR,NA,NA,NA
2009,S,300,261369,1676746,1028,NA,NA,NA,NA,DESTROYED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VLPC,NA,NA,NA
