year,site,nest,easting,northing,found_date,found_time,laying_date,clutch_size,end_date,fate,no_chicks,length1,width1,float1,length2,width2,float2,length3,width3,float3,observer,floating_date,comments_field,comments_stdfile
2009,S,301,261554,1676536,1030,NA,1029,3,1125,HATCH,2,33.9,23.1,B,33.2,23.6,AB,33.3,23.4,AB,VLPC,NA,NA,"2 chicks were ringed, 3rd chick possibly hatched but VLPC ended fieldwork before, corrected no_chicks from NA to 2 (CCI 28/04/2015)"
2009,S,302,261583,1676512,1030,NA,1029,2,1125,NA,NA,34,23,B,34.1,23.6,AB,NA,NA,NA,VLPC,NA,NA,NA
2009,S,303,261520,1676544,1031,NA,1028,2,1127,NA,NA,32.2,23.5,B,32,23.8,C,NA,NA,NA,VLPC,NA,NA,NA
2009,S,304,261863,1675755,1031,NA,1022,3,1119,HATCH,2,32.6,23.7,D,32.4,23.5,E,32.2,23.8,D,VLPC,NA,1 CHICK DESTROYED,NA
2009,S,305,261311,1676805,1102,NA,1030,3,1129,NA,NA,33.5,24.3,B,33.2,23.7,C,33.3,23.3,C,VLPC,NA,NA,NA
2009,S,306,261928,1675876,NA,NA,NA,NA,NA,DESTROYED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VLPC,NA,NA,NA
2009,S,307,261796,1675587,NA,NA,NA,NA,NA,DESTROYED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VLPC,NA,NA,NA
2009,S,308,260829,1675922,1113,NA,1111,3,1208,HATCH,2,34.3,23.7,B,32.6,23.6,B,33.5,24,B,VLPC,NA,NA,NA
2009,S,309,261817,1675890,1119,NA,1109,3,1129,NA,NA,33.6,23.2,D,32.9,23.8,D,32.1,23,E,VLPC,NA,NA,NA
2010,Morro,1,60657,68083,1003,832,923,3,NA,NA,NA,30.6,22.4,D,31.3,22.9,D,30.6,22.3,E,TS,NA,NA,NA
2010,PP,1,63836,73328,920,730,NA,2?,924,PREDATED,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,JMH,NA,NA,NA
2010,PP,2,65056,72786,920,1520,921,2,NA,UNKNOWN,NA,31.6,22.7,NA,32.6,22.6,NA,NA,NA,NA,JMH,NA,NA,NA
2010,PP,3,64065,73301,920,1530,921,3,NA,UNKNOWN,NA,31.5,22.4,NA,31.5,23,NA,32.1,22.6,NA,JMH,NA,NA,NA
2010,PP,4,64685,73120,924,1000,NA,1,1004,PREDATED,0,34.6,22.6,NA,NA,NA,NA,NA,NA,NA,JMH,NA,NA,NA
2010,PP,5,64185,73300,928,720,926,2,NA,UNKNOWN,NA,32,23.1,NA,32.3,23.3,NA,NA,NA,NA,JMH,NA,NA,NA
2010,PP,6,64896,72833,928,910,NA,1?,1004,PREDATED,0,32.5,24,NA,NA,NA,NA,NA,NA,NA,JMH,NA,NA,NA
2010,PP,7,64317,73180,1004,1202,926,3,NA,UNKNOWN,NA,32.8,23.4,NA,32.1,23.1,NA,32.7,23.2,NA,JMH,NA,NA,NA
2010,S,1,61057,75628,918,620,910,3,1002,Failed,NA,29.8,22.6,NA,31.3,22.6,NA,31.1,22.6,D,IF,NA,NA,NA
2010,S,2,60594,76047,918,729,906,3,NA,Unknown,NA,31.2,22.5,NA,31.6,22.7,NA,30.9,22.8,F,IF,NA,NA,NA
2010,S,3,NA,NA,918,815,918,2,NA,Unknown,NA,30.6,22.4,NA,31.2,22.8,A,NA,NA,NA,IF,NA,NA,NA
2010,S,4,60705,76063,918,840,908,3,NA,Unknown,NA,32,22.8,E,31.8,22.3,NA,32.3,22.5,NA,IF,NA,NA,NA
2010,S,5,60586,76174,918,918,910,1,1015,HATCH,1,29.5,22.3,D,NA,NA,NA,NA,NA,NA,IF,NA,NA,NA
2010,S,6,NA,NA,918,1010,917,2,NA,Unknown,NA,31.3,23,AB,32.1,23.6,NA,NA,NA,NA,IF,NA,NA,NA
2010,S,7,61931,75585,918,1108,910,3,1011,HATCH,3,33,24.2,D,32.4,24.2,E,32.2,23.9,E,IF,NA,NA,NA
2010,S,8,NA,NA,919,715,907,2,NA,Unknown,NA,31.7,23,F,29.9,23.4,F,NA,NA,NA,IF,NA,NA,NA
2010,S,9,60428,76703,919,800,918,2,NA,Unknown,NA,28.2,22.9,AB,28.7,22,AB,NA,NA,NA,IF,NA,NA,NA
2010,S,10,60138,77598,919,932,918,2,NA,Unknown,NA,33.7,23.2,AB,33,23.1,AB,NA,NA,NA,IF,NA,NA,NA
2010,S,11,60061,77581,919,1020,916,3,1011,HATCH,2+,32.3,23.8,B,31.7,23.6,AB,30.5,22.7,AB,IF,NA,NA,NA
2010,S,12,NA,NA,920,744,NA,1,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IF,NA,NA,NA
2010,S,13,60112,77951,920,805,919,3,1013,Predated,NA,32.8,23.4,AB,31.1,23.2,A,33.3,23.2,E,IF,NA,NA,NA
2010,S,14,NA,NA,920,830,NA,2,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IF,NA,NA,NA
2010,S,15,60523,76424,921,749,920,3,1015,HATCH,2,30.5,23.1,NA,32.4,22.9,NA,31,22.8,NA,IF & JMH,NA,NA,NA
2010,S,16,60519,78189,921,945,NA,1,930,Predated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IF,NA,NA,NA
2010,S,17,60775,77529,921,1049,911,3,930,Failed,NA,30.7,22.4,E,31,22.2,E,NA,NA,NA,IF,NA,NA,NA
2010,S,18,60925,77262,921,1130,916,3,930,Predated,NA,31,22.7,NA,32,22.8,B,33.6,22.6,C,IF,NA,NA,NA
2010,S,19,61260,76938,921,1210,920,3,930,Predated,NA,30.3,21.5,C,30.3,22,C,31.4,22.1,B,IF,NA,NA,NA
2010,S,20,61991,75757,922,621,920,3,1011,HATCH,1+,31.5,22.8,C,31.8,22.7,C,33.2,22.7,NA,IF,NA,NA,NA
2010,S,21,61848,76168,922,650,919,3,930,Failed,NA,32,23.7,B,31.5,23.6,B,32.4,23.2,NA,IF,NA,NA,NA
2010,S,22,61817,76237,922,710,922,3,1017,HATCH,3,32.2,22.5,B,32.4,22.7,B,33.5,22.5,AB,IF,NA,NA,NA
2010,S,23,61740,76296,922,735,NA,3,925,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IF,NA,NA,NA
2010,S,24,61540,76591,922,850,922,3,1010,Failed,NA,31.3,23.3,B,31.3,22.9,B,30.2,23.2,NA,IF,NA,NA,NA
2010,S,25,61607,76665,922,920,920,3,930,Predated,NA,30.3,22.3,C,31.5,22.6,B,31.4,22.5,AB,IF,NA,NA,NA
2010,S,26,61378,76817,922,955,920,3,1010,Failed,NA,32.8,22.8,C,32.6,23.2,B,32.6,23.2,AB,IF,NA,NA,NA
2010,S,27,61263,76968,923,716,915,3,930,Failed,NA,31.2,23.3,D,32.3,23.1,D,31.9,22.9,NA,IF,NA,NA,NA
2010,S,28,61362,77051,923,734,911,2,930,Failed,NA,30.8,23.3,F,31,23.1,E,NA,NA,NA,IF,NA,NA,NA
2010,S,29,60631,77979,923,955,922,3,1018,HATCH,2+,33.8,23,AB,34.4,23.2,A,33.7,23.5,NA,IF,NA,NA,NA
2010,S,30,61309,76865,924,705,919,3,1010,Failed,NA,31,23.1,C,31.5,23.2,C,31.4,23.2,C,IF,NA,NA,NA
2010,S,31,61149,77046,924,820,918,2,1012,HATCH,1,30.4,22.3,D,30.3,22.3,D,NA,NA,NA,IF,NA,"1 egg hatched, the other egg was predated by a cat (caught on camera)",NA
2010,S,32,60633,77690,924,935,921,3,1014,HATCH,2,30.9,23.3,B,31.1,22,C,31.1,22.6,B,IF,NA,NA,NA
2010,S,33,61260,75786,927,947,919,3,1015,HATCH,2,31.6,23.3,D,30.9,23.2,D,33.5,23.5,D,IF,NA,Chicks ringed by Judit 127,NA
2010,S,34,61042,75903,927,1005,927,1,1004,Failed,NA,31,22,NA,NA,NA,NA,NA,NA,NA,IF,NA,Female was incubating broken egg,NA
2010,S,35,60991,75920,927,1027,922,3,1021,HATCH,2,30.1,22.4,A,30.7,22.3,B,30,21.6,C,IF,NA,NA,NA
2010,S,36,60857,76093,927,1110,919,3,1007,Predated,NA,30.7,23,D,32.2,22.8,D,32.1,23,D,IF,NA,NA,NA
2010,S,37,60760,76137,927,1118,919,3,1014,Failed,NA,33.5,23.6,D,33.8,23.8,D,32.7,23.6,D,IF,NA,Eggs infertile,NA
2010,S,38,61319,75645,928,703,918,3,1013,HATCH,3,33,22.7,D,33.4,22.8,E,33.4,22.4,E,IF,NA,NA,NA
2010,S,39,60413,76776,928,815,922,3,1010,Failed,NA,33.2,23.2,C,34,23.2,D,33.7,23.2,D,IF,NA,NA,NA
2010,S,40,60231,77173,928,855,927,3,1018,HATCH,3,31.5,23.9,C,32.3,24,B,30.3,24,C,IF,NA,NA,NA
2010,S,41,61825,76162,930,1445,NA,3,1010,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IF,NA,NA,NA
2010,S,42,61304,76932,1001,NA,NA,1,1005,Predated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IF,NA,NA,NA
2010,S,43,61857,76120,1001,NA,928,3,1006,Failed,NA,33,23,B,32.8,23.3,B,32.3,23.1,B,IF,NA,NA,NA
2010,S,44,61377,75468,1002,722,927,3,1018,HATCH,2+,33.2,23.8,C,32.6,23.6,B,31.8,23,C,IF,NA,NA,NA
2010,S,45,61313,75499,1002,825,922,3,1016,HATCH,2,32.6,23.3,A,31.9,23.1,E,33,23.5,D,IF,NA,NA,NA
2010,S,46,61235,75539,1002,835,929,2,1007,Failed,NA,31.3,23.8,B,31.8,23.9,B,NA,NA,NA,IF,NA,NA,NA
2010,S,47,60637,75883,1002,915,922,3,1012,Unknown,NA,32.3,23.4,E,32.4,23.1,E,32.3,23.1,D,IF,NA,NA,NA
2010,S,48,60473,76496,1002,1057,922,3,1011,Failed,NA,32.1,23.2,E,31.8,23.6,D,30,22.6,D,IF,NA,Nest flooded by sea water washing over the beach,NA
2010,S,49,61022,75729,1004,829,926,3,1018,HATCH,2,33.4,23.2,D,32.4,22.3,D,31.9,22.6,D,IF,NA,Chicks ringed as -226 XM|XO?,NA
2010,S,50,60634,76038,1004,1005,926,3,1020,HATCH,2,31.2,23.3,D,30.6,23.1,D,32.3,23.8,D,IF,NA,NA,NA
2010,S,51,60568,76138,1004,1020,NA,1,1005,HATCH,1+,NA,NA,NA,NA,NA,NA,NA,NA,NA,IF,NA,NA,NA
2010,S,52,60076,77895,1008,829,930,3,1019,Predated,NA,31.4,24,D,31.6,24.1,D,31.4,23.8,D,IF,NA,Crab tunnel entrance located where eggs were laid,NA
2010,S,53,60137,77639,1008,1200,930,2,1018,HATCH,1,31.1,22.2,D,28.8,21.7,D,NA,NA,NA,IF,NA,NA,NA
2010,S,54,60267,77105,1008,1220,930,3,1023,Failed,NA,32.8,23.7,D,33.1,23.6,B,33.1,24,C,IF,NA,Nest destroyed by flood water,NA
2010,S,55,61512,75435,1008,1800,929,3,1013,HATCH,1+,33,22.6,E,32.8,22.9,E,31.9,23,E,IF,NA,NA,NA
2010,S,56,60694,76028,1009,803,1004,3,1029,Unknown,NA,33,22.9,C,33.1,22.9,B,32.1,22.8,B,IF & JMH,NA,NA,NA
2010,S,57,60098,77832,1009,1037,NA,2,1014,Failed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IF,NA,NA,NA
2010,S,58,61293,76818,1010,920,NA,2,1012,Predated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IF,NA,Cat foot prints around nest,NA
2010,S,59,60793,77706,1010,1100,1010,3,NA,HATCH,2,34.2,23.7,AB,33.6,23.8,NA,34.9,23.6,NA,IF,NA,NA,NA
2010,S,60,60388,78210,1010,1217,1001,2,NA,HATCH,1,33.1,23.3,F,34.9,23.3,F,NA,NA,NA,IF,NA,NA,NA
2010,S,61,61900,75633,1011,1026,1010,3,NA,HATCH,1+,30,22.6,A,30.5,22.6,AB,30.3,22.6,AB,IF,NA,NA,NA
2010,S,62,61835,73762,1011,1045,1001,3,1023,Unknown,NA,32,23.1,E,31.8,23,E,30.8,23,E,IF,NA,NA,NA
2010,S,63,61589,76116,1011,1134,1001,3,1023,Unknown,NA,30.8,23.4,D,30.6,23.2,D,31.4,23.2,E,IF,NA,NA,NA
2010,S,64,61485,75976,1011,1203,1003,2,NA,Unknown,NA,33.2,23.9,D,34.3,23.7,D,NA,NA,NA,IF,NA,NA,NA
2010,S,65,61499,75978,1011,1210,930,2,1017,Unknown,NA,30,22.3,F,29.2,21.6,F,NA,NA,NA,IF,NA,NA,NA
2010,S,66,61551,75725,1011,1256,1006,3,NA,Unknown,NA,32.3,24,AB,32.9,23.9,B,33.1,24.1,C,IF,NA,NA,NA
2010,S,67,61550,75755,1011,1307,1006,3,NA,HATCH,2,31,22.3,F,31,22.2,F,29.9,22.4,F,IF,NA,NA,NA
2010,S,68,61537,75890,1011,1310,930,3,NA,Unknown,NA,31.3,22.7,F,31,22.8,F,30.6,22.2,F,IF,NA,NA,NA
2010,S,69,61597,75780,1011,1336,930,1,NA,Failed,NA,29.9,22.4,F,NA,NA,NA,NA,NA,NA,IF,NA,Egg abandoned / infertile,NA
2010,S,70,61636,75748,1011,1342,930,3,1023,HATCH,2+,31.3,23.3,D,32.2,23.3,E,30.9,23.3,F,IF,NA,NA,NA
2010,S,71,61711,75707,1011,1350,1006,3,NA,HATCH,2,33.6,22.4,F,33.7,22.5,F,33.3,22.7,F,IF,NA,NA,NA
2010,S,72,61713,75742,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IF,NA,NA,NA
2010,S,73,61781,75728,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IF,NA,NA,NA
2010,S,74,60391,78422,1012,810,1001,3,1020,HATCH,1+,31.7,23.5,F,32.7,23.3,F,32,23.4,F,IF,NA,NA,NA
2010,S,75,60173,77480,1013,1657,1003,2,1015,Failed,NA,32.3,23.6,E,34.2,23.8,E,NA,NA,NA,IF,NA,NA,NA
2010,S,76,61080,75916,1014,800,1003,3,1023,Predated,NA,33.1,23.3,F,32.3,23.1,F,33.2,23,E,IF,NA,NA,NA
2010,S,77,60212,77207,1014,1147,1006,3,1031,HATCH,2,30.3,22.7,D,29.1,22.2,C,30,22.7,D,IF & JMH,NA,NA,NA
2010,S,78,60187,77200,1015,1046,1014,2,1023,Predated,NA,31.5,22.6,AB,32.9,23,NA,NA,NA,NA,IF & JMH,NA,Crab tunnel entrance located where eggs were laid,NA
2010,S,79,60653,76045,1015,1154,1005,2,1031,HATCH,1,33.9,23.6,E,33.9,23.3,D,NA,NA,NA,IF & JMH,NA,NA,NA
2010,S,80,61707,76037,1017,834,1012,3,NA,Unknown,NA,34.2,22.8,F,33.5,23.2,F,33.6,22.9,F,IF,NA,NA,NA
2010,S,81,61626,75848,1017,1008,1006,3,NA,Unknown,NA,31.6,23.6,D,31.4,23.4,F,31.1,23.2,F,IF,NA,NA,NA
2010,S,82,61728,75821,1017,1036,1015,3,NA,Unknown,NA,31.5,23.5,AB,32.1,23.5,AB,NA,NA,NA,IF,NA,NA,NA
2010,S,83,61648,75796,1017,1052,1009,3,1103,Unknown,NA,32.5,23.6,D,33.8,23.9,D,32.2,23.6,D,IF,NA,NA,NA
2010,S,84,61707,75563,1017,1141,1006,3,NA,HATCH,3,32,22.7,F,31.4,22.7,F,32.6,23,F,IF,NA,NA,NA
2010,S,85,61763,75606,1017,1156,1006,2,NA,Unknown,NA,34.1,22.6,F,34.9,23,F,NA,NA,NA,IF,NA,NA,NA
2010,S,86,61778,75609,1017,1204,1016,1,NA,Unknown,NA,32.4,22.4,AB,NA,NA,NA,NA,NA,NA,IF,NA,NA,NA
2010,S,87,61690,75502,1017,1259,1007,1,NA,Unknown,NA,32.4,22.9,E,NA,NA,NA,NA,NA,NA,IF,NA,NA,NA
2010,S,88,61419,75745,1017,1300,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IF,NA,NA,NA
2010,S,89,61415,75746,1017,1645,NA,2,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IF,NA,NA,NA
2010,S,90,61155,77006,1019,1505,924,3,1019,HATCH,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,IF & TS,NA,NA,NA
2010,S,91,61298,76987,1020,1700,1018,2,1031,Unknown,NA,31.6,22.7,D,31.1,22.1,D,NA,NA,NA,IF & JMH,NA,NA,NA
2010,S,92,61834,76174,1021,707,1016,3,1105,HATCH,3,31.4,23,D,32.2,23.2,D,31.1,23.2,E,IF & JMH,NA,NA,NA
2010,S,93,61975,75694,1021,800,NA,3,1112,Failed,NA,32.7,23.1,NA,32.5,23.6,NA,32.8,23.4,NA,IF & JMH,NA,NA,NA
2010,S,94,60630,78372,1023,1030,1019,3,1027,Predated,NA,32.1,22.8,C,32.7,22.7,B,32.3,23,B,IF,NA,NA,NA
2010,S,95,60826,78090,1023,1100,1023,3,1117,Predated,NA,31.4,22.5,AB,31.9,22.9,AB,31.8,23.1,AB,IF,NA,NA,NA
2010,S,96,61490,75870,1023,1714,928,3,1023,HATCH,2+,NA,NA,NA,NA,NA,NA,NA,NA,NA,IF,NA,NA,NA
2010,S,97,61595,75774,1023,1812,1022,1,NA,Unknown,NA,31.1,23,A,NA,NA,NA,NA,NA,NA,IF,NA,NA,NA
2010,S,98,60393,78271,1025,1000,1020,2,1031,Unknown,NA,31.8,23.7,C,33,24,B,NA,NA,NA,IF & JMH,NA,NA,NA
2010,S,99,60735,77432,1025,1030,1024,2,1109,Unknown,NA,33.4,23.6,AB,NA,NA,NA,NA,NA,NA,IF,NA,NA,NA
2010,S,101,61102,75955,912,940,910,3,1006,PREDATED,0,33.4,23.2,NA,31.2,23.7,NA,32,23.5,NA,JMH,NA,NA,NA
2010,S,102,60176,77344,916,1110,917,3,1012,HATCH,3,33.8,22.4,NA,33.9,22.4,NA,33.7,23,NA,JMH,NA,NA,NA
2010,S,103,61670,76445,917,920,914,3,1004,UNKNOWN,NA,32.4,23.3,NA,34,23.2,NA,32.1,23,NA,JMH,NA,NA,NA
2010,S,104,61588,76555,917,1000,918,3,1008,PREDATED,0,31.7,23.5,NA,32.4,23.5,NA,33.7,23.8,NA,JMH,NA,NA,NA
2010,S,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JMH,NA,Same as Iwan's nest 24,NA
2010,S,106,61727,76412,918,730,912,3,927,HATCH,3,32.4,22.7,NA,33.4,23.2,NA,32.8,23.2,NA,JMH,NA,NA,NA
2010,S,107,60507,76373,918,1200,910,3,1015,HATCH,2,29.2,22.6,NA,29.5,23.2,NA,31.6,22.9,NA,JMH,NA,NA,NA
2010,S,108,60574,76327,918,1220,910,3,1016,HATCH,3,32.3,23.3,NA,33.1,23.2,NA,33,23.1,NA,JMH,NA,NA,"laying_date is wrong, nest was found on 918 with 1 egg, on 921 2 eggs were found and on 930 3 eggs were found, LD should be something between 921 and 930"
2010,S,109,61404,75653,921,730,922,3,1017,PREDATED,0,31.3,23.3,NA,29.8,22.8,NA,31.8,22.8,NA,JMH,NA,"Eggs found out of the original nest scrape, on a new scrape",NA
2010,S,110,61365,75704,921,745,911,3,929,HATCH,2,32.9,22.7,NA,33,22.6,NA,32.8,22.4,NA,JMH,NA,NA,NA
2010,S,111,60347,76903,921,1034,923,3,1017,HATCH,1,32.7,24.1,NA,33.1,24.4,NA,33,24,NA,JMH,NA,NA,NA
2010,S,112,60267,77047,921,1047,923,3,1018,HATCH,2,32.5,23.5,NA,32.5,23.3,NA,33,24.3,NA,JMH,NA,NA,NA
2010,S,113,60244,77109,921,1100,922,2,1021,HATCH,1,34,24.4,NA,32,23.8,NA,NA,NA,NA,JMH,NA,NA,NA
2010,S,114,60185,77291,921,1210,922,2,1008,DISAPPEARED,NA,32.7,23.7,NA,35.5,24,NA,NA,NA,NA,JMH,NA,NA,NA
2010,S,115,61916,75856,922,750,923,3,1019,HATCH,1,32.8,23.8,NA,32.8,24.1,NA,32.5,23.8,NA,JMH,NA,NA,NA
2010,S,116,61763,76374,927,645,919,3,1007,UNKNOWN,NA,31.2,23.2,NA,31.1,23.6,NA,31.4,23.3,NA,JMH,NA,NA,NA
2010,S,117,61593,76531,927,915,929,3,1110,UNKNOWN,NA,30.5,23.2,NA,30.4,22.9,NA,31.9,23.3,NA,JMH,NA,NA,NA
2010,S,118,60375,76863,926,1025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JMH,NA,NA,NA
2010,S,119,61706,76361,1001,900,923,3,1018,UNKNOWN,NA,33.4,23.1,NA,32.8,23.3,NA,31.7,23.6,NA,JMH,NA,NA,NA
2010,S,120,60446,76683,1005,950,927,3,1011,FLOODED,0,34.5,23.6,NA,34,23,NA,32.4,23.5,NA,JMH,NA,BIG RAIN BY NOON,NA
2010,S,121,60147,77606,1005,NA,926,3,1014,HATCH,3,32,23.5,NA,32.6,23.3,NA,32,22.9,NA,JMH,NA,NA,NA
2010,S,122,60458,76577,1005,NA,1007,3,1011,FLOODED,0,33.6,23.4,NA,NA,NA,NA,NA,NA,NA,JMH,NA,BIG RAIN BY NOON,NA
2010,S,123,61080,75880,1007,1800,929,3,1023,UNKNOWN,NA,31.3,22.9,NA,31.5,22.7,NA,31.3,23.2,NA,JMH,NA,NA,NA
2010,S,124,61902,75880,1008,745,928,3,1020,HATCH,2,32.8,23.8,NA,32,23.6,NA,31.2,23.2,NA,JMH,NA,NA,NA
2010,S,125,61943,75901,1008,815,930,3,1026,HATCH,2,31.1,24.3,NA,31,23.7,NA,31.8,24.2,NA,JMH,NA,NA,NA
2010,S,126,61978,75804,1008,1200,1003,2,1026,HATCH,1,30.5,23.3,NA,31.2,23,NA,NA,NA,NA,JMH,NA,NA,NA
2010,S,127,61260,75781,1009,720,929,3,1015,HATCH,2,31.9,23.5,NA,33.8,23.7,NA,31,23.3,NA,JMH,NA,Same as Iwan's nest 33,NA
2010,S,128,60338,76931,1009,1300,NA,1?,1012,UNKNOWN,NA,32.6,23.2,NA,NA,NA,NA,NA,NA,NA,JMH,NA,NA,NA
2010,S,129,60325,76960,1009,1410,1010,3,1023,UNKNOWN,NA,31.6,23.7,NA,32.3,23.4,NA,31.6,23.1,NA,JMH,NA,NA,NA
2010,S,130,61303,75616,1010,700,1001,2,1020,HATCH,2,30.3,23.2,NA,30.2,23,NA,NA,NA,NA,JMH,NA,NA,NA
2010,S,131,61199,75974,1010,1330,1002,1,1017,HATCH,1,31.2,22.6,NA,NA,NA,NA,NA,NA,NA,JMH,NA,NA,NA
2010,S,132,60494,76358,1014,1130,919,3,1014,HATCH,3,32.3,23.1,NA,NA,NA,NA,NA,NA,NA,JMH,NA,NA,NA
2010,S,133,60855,76067,1016,1100,NA,?,NA,UNKNOWN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JMH,NA,NA,NA
2010,S,134,61857,76149,1026,1300,NA,3,1107,UNKNOWN,NA,32.9,23.3,NA,32.9,22.9,NA,32.4,23,NA,JMH,NA,NA,NA
2010,S,135,60495,76476,1025,1125,1024,3,1118,HATCH,1,32.4,23.5,NA,31.6,23.6,NA,32.1,24,NA,JMH,NA,NA,NA
2010,S,136,61559,76598,1102,1010,NA,2,1107,UNKNOWN,NA,31.3,23.1,NA,31.2,23.4,NA,NA,NA,NA,JMH,NA,NA,NA
2010,S,137,60467,76434,1103,1015,1104,3,1127,DISAPPEARED,0,31.5,23.6,NA,30.8,22.7,NA,31,23.9,NA,JMH,NA,"Eggs found out of the original nest scrape, on a new scrape. On 1127 big hole where eggs where seen before",NA
2010,S,138,61361,76784,1106,830,1025,2,1119,HATCH,2,33,23,NA,32.1,23.1,NA,NA,NA,NA,JMH,NA,NA,NA
2010,S,139,61262,76875,1106,850,1107,3,1115,PREDATED,0,32,23.3,NA,32.4,23.1,NA,31.1,23,NA,JMH,NA,NA,NA
2010,S,140,60241,77113,1110,1000,NA,3,1117,PREDATED,0,32.6,24.1,NA,32.1,24.2,NA,32.5,24.2,NA,JMH,NA,"Same nest scrape as S113, same pair",NA
2010,S,141,62030,75439,1111,1230,1105,3,1130,HATCH,1,31.3,23.6,NA,31.1,22.8,NA,31.3,22.9,NA,JMH,NA,NA,NA
2010,S,142,60474,76576,1112,830,1101,3,1126,HATCH,3,34.6,23.1,NA,34.3,23.5,NA,33.4,22.8,NA,JMH,NA,NA,NA
2010,S,143,60456,76614,1116,700,1110,3,1205,HATCH,2,30.9,23.1,NA,31.2,22.5,NA,33,22.5,NA,JMH,NA,Pair from S91,NA
