year,site,nest,easting,northing,found_date,found_time,laying_date,clutch_size,end_date,fate,no_chicks,length1,width1,float1,length2,width2,float2,length3,width3,float3,observer,floating_date,comments_field,comments_stdfile
2010,S,201,60134,77715,1006,850,928,2,1019,FAILED,0,31.7,23.5,D,30.6,23.6,D,NA,NA,NA,TS,NA,NA,NA
2010,S,202,60167,77670,1006,905,928,3,NA,NA,NA,31.9,33.6,D,32.8,23.9,D,32.4,23.9,D,TS,NA,NA,NA
2010,S,203,61140,77164,1009,1805,928,2,1017,Abandoned,0,31.8,23,F,28.6,22.5,F,NA,NA,NA,TS,NA,NA,NA
2010,S,204,61396,76666,1009,818,1004,3,1011,FAILED,0,31.1,23.9,C,31.8,23.7,C,31.2,23.4,B,TS,NA,NA,NA
2010,S,205,61480,76596,1009,830,928,3,1011,FAILED,0,30,22.8,F,31.6,23.7,F,31,23.7,F,TS,NA,NA,NA
2010,S,206,61031,77063,1009,1240,929,2,NA,NA,NA,30.7,23,E,31.8,22.5,D,NA,NA,NA,TS,NA,NA,NA
2010,S,207,61507,75979,1017,901,1016,1,NA,NA,NA,30.5,22.4,AB,NA,NA,NA,NA,NA,NA,TS,NA,NA,NA
2010,S,208,61507,75979,1017,930,1006,2,NA,NA,NA,30.6,24.1,F,31.3,23.6,F,NA,NA,NA,TS,NA,NA,NA
2010,S,209,61515,76008,1017,1050,NA,NA,NA,NA,1+,NA,NA,NA,NA,NA,NA,NA,NA,NA,TS,NA,1 EGG FOUND IN NEST HATCHING,NA
2010,S,210,61088,75789,1021,1130,1013,2,NA,NA,NA,31.9,22.3,D,32.2,27.7,C,NA,NA,NA,TS,NA,NA,NA
2010,S,211,61625,76484,1025,750,1024,3,1103,PREDATED,0,31.6,24,AB,32.1,23.8,AB,31.5,23.4,AB,"TS,JMH,IF",NA,NA,NA
2010,S,300,60843,77373,1025,1100,1014,2,1109,HATCH,2,34.2,23.8,F,33.6,23.9,F,NA,NA,NA,IF,NA,NA,NA
2010,S,301,61493,76621,1025,1130,1024,3,1106,Failed,NA,33.1,24.4,A,33.7,24.4,NA,33.7,24.3,NA,IF & JMH,NA,NA,NA
2010,S,302,61594,76506,1025,1200,1024,3,1106,Failed,NA,31.2,23.2,AB,31.4,22.7,AB,31.8,23.4,NA,IF & JMH,NA,NA,NA
2010,S,303,61680,76435,1025,1230,1024,2,1123,HATCH,2,34.1,23.4,A,33.4,23.4,NA,NA,NA,NA,IF & JMH,NA,NA,NA
2010,S,304,60959,75761,1026,1245,1015,3,1101,HATCH,2,30.9,23.7,F,32.3,23.5,F,31.3,23.7,F,IF & JMH,NA,NA,NA
2011,S,1,261425,1675744,925,1140,917,3,1017,HATCH,1,32.2,24,D,31.8,24,B,31.1,23.7,B,TS,NA,NA,NA
2011,S,2,261898,1675523,926,1600,915,2,1008,DISAPPEARED,0,33,23.7,F,32.2,23.6,D,NA,NA,NA,TS,NA,NA,NA
2011,S,3,260475,1676437,927,1700,922,2,1008,DISAPPEARED,0,31.75,23.75,C,31.2,23.1,B,NA,NA,NA,TS,NA,NA,NA
2011,S,4,260478,1676455,927,1705,916,3,1008,DISAPPEARED,0,30.3,22.9,F,30.05,23.3,F,30.85,23.6,F,TS,NA,NA,NA
2011,S,5,260146,1677606,1001,830,926,1,1007,DISAPPEARED,0,33.1,23.8,C,NA,NA,NA,NA,NA,NA,TS,NA,NA,NA
2011,S,6,261685,1675496,1010,1630,1002,3,1023,DISAPPEARED,0,32.2,23.9,D,33.8,24.3,D,32.9,24,D,TS,NA,NA,NA
2011,S,101,260687,1676030,919,1840,920,2,NA,927 eggs disappeared,0,34.11,23.85,AB,35.11,23.71,AB,NA,NA,NA,OV,NA,floated on 920,NA
2011,S,102,261773,1675604,925,1300,916,2,NA,did not hatch,0,34.5,26.9,F,34.1,26.8,D,NA,NA,NA,OV,NA,1004 E1 disappeare; 1015 E2 opened egg: final stage embryo (dead),NA
2011,S,103,261748,1675584,1011,755,1003,2,NA,1023 eggs disappeared,0,32.4,23.1,D,32.25,23.7,D,NA,NA,NA,OV,NA,NA,NA
2011,S,104,260140,1677581,1013,920,1008,2,NA,1024 eggs disappeared,0,33.2,23.7,B,33.3,23.5,D,NA,NA,NA,OV,NA,NA,NA
2011,S,200,260505,1676243,1103,755,1026,1,1110,1 egg abandoned,0,31.6,24.1,D,NA,NA,NA,NA,NA,NA,ED,NA,From Elisa's notebook,NA
2011,St. Antonio,101,273404,1691934,924,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OV,NA,NA,NA
2012,S,1,60334,78429,914,920,908,3,918,predated,0,30.22,20.43,D,32.6,24.1,C,32.7,24.15,D,LV,NA,"TS = Tamas Székely, AG = Alex Gonçaves, L = Liesbeth Verlinden",NA
2012,S,2,61462,75625,1001,716,924,2,1024,HATCH,2,33.75,22.7,D,34,22.9,C,NA,NA,NA,LV,NA,NA,NA
2012,S,3,60321,76955,1001,949,1004,2,1027,HATCH,1,32.4,24.4,B,33.2,24.2,A,NA,NA,NA,LV,NA,NA,NA
2012,S,4,61204,75552,1001,1616,1004,3,NA,predated,0,31.6,23,AB,29.4,22.2,AB,30.45,22.15,AB,LV,NA,NA,NA
2012,S,5,61431,75661,1002,913,924,2,1005,DISAPPEARED,0,31,23.3,D,31.8,23.2,D,NA,NA,NA,LV,NA,NA,NA
2012,S,6,60175,77365,1002,1140,1005,2,1018,DISAPPEARED,0,33.3,22.3,A,34.5,22.4,A,NA,NA,NA,LV,NA,NA,NA
2012,S,7,62090,75658,1003,828,1002,3,1030,HATCH,3,31.1,21.9,A,30.6,21.4,AB,32.3,22.5,F,LV,NA,NA,NA
2012,S,8,61608,76586,1004,1139,1015,2,1109,DISAPPEARED,0,30.7,22.4,D,31.3,22.5,C,NA,NA,NA,LV,NA,1004: 2 eggs; 1011: 1 egg; 1022: 2 eggs => data based on last two eggs,NA
2012,S,9,61155,75576,1005,1041,1007,3,1102,HATCH,2,32.8,23.5,B,33,23.5,AB,32.75,23.6,B,LV,NA,1104: last egg abandoned,NA
2012,S,10,60242,76997,1005,1142,NA,1,1011,DISAPPEARED,0,32.7,22.9,NA,NA,NA,NA,NA,NA,NA,LV,NA,NA,NA
2012,S,11,61835,75520,1006,836,1005,3,1018,Abandoned,0,32.5,23.85,B,32.75,24.3,C,33.8,23.6,A,LV,NA,NA,NA
2012,S,12,61696,75554,1006,928,1005,2,1010,DISAPPEARED,0,30.7,23.45,B,31.65,23.5,AB,NA,NA,NA,LV,NA,NA,NA
2012,S,13,61689,75674,1006,1152,1005,2,1010,DISAPPEARED,0,32.8,23.2,AB,33.4,23.5,AB,NA,NA,NA,LV,NA,NA,NA
2012,S,14,60789,76151,1007,844,1006,2,1031,HATCH,2,33.5,23.6,A,31.9,23.6,AB,NA,NA,NA,LV,NA,camera,NA
2012,S,15,60579,76139,1009,947,1012,3,NA,DISAPPEARED,0,34.3,23.4,A,33.7,23.1,AB,33.7,23.2,C,LV,NA,NA,NA
2012,S,16,61562,75714,1010,919,NA,1,1015,DISAPPEARED,0,32.2,22.2,NA,NA,NA,NA,NA,NA,NA,LV,NA,NA,NA
2012,S,17,60772,76078,1011,1051,1012,2,1018,predated,0,32.5,23.3,B,33.8,23.7,AB,NA,NA,NA,LV,NA,NA,NA
2012,S,18,60710,76238,1011,1216,1010,2,1014,DISAPPEARED,0,31,23,A,31.7,22.9,B,NA,NA,NA,LV,NA,NA,NA
2012,S,19,61275,75795,1011,1235,1009,1,1018,DISAPPEARED,0,31.8,32.2,B,NA,NA,NA,NA,NA,NA,LV,NA,NA,NA
2012,S,20,61171,75585,1011,845,1016,3,1108,HATCH,2,31.8,22.8,NA,31.6,22.5,B,30.8,22.6,B,LV,NA,camera,NA
2012,S,21,60520,76469,1011,1115,1013,3,NA,DISAPPEARED,0,31.3,23.8,A,31.9,23.4,AB,30.8,23.2,C,LV,NA,NA,NA
2012,S,22,61865,76177,1012,944,1009,3,1103,HATCH,2,34.8,23,BC,33.1,23.1,B,33.7,23.1,B,LV,NA,NA,NA
2012,S,23,60581,76326,1014,929,1009,2,1020,DISAPPEARED,0,33.1,23.8,C,32.4,23.4,C,NA,NA,NA,LV,NA,NA,NA
2012,S,24,60453,76631,1014,1043,NA,1,1017,DISAPPEARED,0,33.75,23.75,NA,NA,NA,NA,NA,NA,NA,LV,NA,NA,NA
2012,S,25,60638,76262,1015,1145,1014,2,1021,DISAPPEARED,0,32.9,24.2,A,31.3,23.6,AB,NA,NA,NA,LV,NA,NA,NA
2012,S,26,61319,75746,1016,1554,1013,2,1103,predated,0,33.1,22.9,C,32.8,23,AB,NA,NA,NA,LV,NA,NA,NA
2012,S,27,61946,75926,1017,1145,1012,1,1112,died,0,33.6,24.1,C,NA,NA,NA,NA,NA,NA,LV,NA,"1111: egg with opening, incubated, beeping; 1112: chick dead in egg",NA
2012,S,28,61642,76473,1017,1215,NA,1,1022,predated,0,33.7,24,NA,NA,NA,NA,NA,NA,NA,LV,NA,NA,NA
2012,S,29,60415,76691,1017,1224,1016,2,1027,DISAPPEARED,0,33.7,23.3,AB,33,23.8,AB,NA,NA,NA,LV,NA,NA,NA
2012,S,30,61624,76553,1019,902,1011,1,1101,DISAPPEARED,0,30.2,22.4,D,NA,NA,NA,NA,NA,NA,LV,NA,camera (long-term),NA
2012,S,31,61014,75993,1020,947,1021,3,1115,HATCH,3,33.1,24.6,B,32.7,25,C,32.5,24.1,D,LV,NA,NA,NA
2012,S,32,60943,76033,1021,1653,1018,3,1025,Abandoned,0,33.6,23.7,B,34.2,23.6,AB,35.3,23.4,C,LV,NA,NA,NA
2012,S,33,61424,75419,1022,1628,1022,2,1026,DISAPPEARED,0,31.4,22.2,AB,31.5,22.5,C,NA,NA,NA,LV,NA,NA,NA
2012,S,34,61537,76607,1023,852,1023,3,1027,DISAPPEARED,0,34,23.7,B,32.9,23,B,34.2,23,AB,LV,NA,NA,NA
2012,S,35,60791,77536,1023,1042,1016,3,NA,Abandoned,0,31.8,22.8,D,30.5,22.5,D,31.35,22.6,D,LV,NA,"camera; 1101: start check beep, 1116: still 3 eggs; 1127: both parents feeding at other side Salina",NA
2012,S,36,60887,75996,1024,940,1017,3,1109,HATCH,3,33.4,23.4,CD,32.7,22.9,D,32.9,23.2,D,LV,NA,NA,NA
2012,S,37,60974,76017,1025,1131,1026,3,1110,DISAPPEARED,0,31.8,23.7,C,30.4,23.1,D,33.1,24,B,LV,NA,NA,NA
2012,S,38,60727,76215,1027,1032,1026,3,NA,NA,0,31.9,23,B,31.6,23.1,AB,32.7,23,NA,LV,NA,NA,NA
2012,S,39,60522,76327,1027,1107,1028,2,1106,DISAPPEARED,0,32.5,23.6,B,32.8,23.7,B,NA,NA,NA,LV,NA,NA,NA
2012,S,40,60597,76252,1027,1156,1025,3,1111,DISAPPEARED,0,32.3,23.8,AB,31.6,23.9,B,31.1,24,B,LV,NA,NA,NA
2012,S,41,61458,76658,1028,859,NA,1,1102,DISAPPEARED,0,32.9,23.5,NA,NA,NA,NA,NA,NA,NA,LV,NA,NA,NA
2012,S,42,60705,77716,1028,938,1021,3,1111,HATCH,2,32.5,26.2,D,31.5,23.3,D,32.2,23.6,D,LV,NA,NA,NA
2012,S,43,60807,78107,1029,1212,1018,3,1104,DISAPPEARED,0,30.8,23.8,F,29.5,23.7,D,30.9,23.8,F,LV,NA,NA,NA
2012,S,44,61026,75893,1030,1106,1022,3,1115,HATCH,3,33.1,23.2,D,33.3,22.7,D,33.3,23.3,D,LV,NA,NA,NA
2012,S,45,60741,76175,1031,911,1026,2,1108,DISAPPEARED,0,34.7,23.4,C,34.2,23,C,NA,NA,NA,LV,NA,NA,NA
2012,S,46,60821,76101,1102,1046,1102,1,1109,DISAPPEARED,0,33,23.4,A,NA,NA,NA,NA,NA,NA,LV,NA,NA,NA
2012,S,47,60748,76031,1102,1132,1030,3,1106,DISAPPEARED,0,33.4,23.2,C,32.9,23.3,C,32.5,23,B,LV,NA,NA,NA
2012,S,48,60379,76848,1103,1201,1030,3,1111,DISAPPEARED,0,32.2,23.4,C,32,23.7,C,32,23.6,C,LV,NA,NA,NA
2012,S,49,61007,75759,1108,1027,1105,3,1130,DISAPPEARED,0,33.2,24,BC,32.5,23.5,A,32.1,24.3,C,LV,NA,1130: last egg deserted,NA
2012,S,50,60162,77537,1113,1212,1101,2,1123,HATCH,2,31.5,22.3,F,31.5,22.3,F,NA,NA,NA,LV,NA,camera,NA
2012,S,51,61081,75917,1114,1712,1109,3,NA,NA,NA,32.75,24.3,C,31.7,24.2,C,32.6,23.7,C,LV,NA,NA,NA
2012,S,52,61192,75656,1117,1702,1106,3,1123,DISAPPEARED,0,31.4,23.3,F,31.5,23.2,F,31.3,23.1,F,LV,NA,NA,NA
2012,S,53,61192,75806,1118,1711,1111,1,1122,Abandoned,0,30.9,23.2,CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,S,101,61292,75684,922,950,924,3,1009,DISAPPEARED,0,30.9,22.3,NA,32,22.9,NA,31.6,22.7,NA,TS,NA,NA,NA
2012,S,102,61798,75992,924,730,1025,2,1012,Abandoned,0,32,23.2,NA,31.8,23.1,NA,NA,NA,NA,TS,NA,NA,"Laying date was captured as 1025 but on the found_date the eggs were cold and eggs were not floated, laying date could not have been calculated (CCI changed laying date to NA in 2015)"
2012,S,103,61543,76038,924,830,NA,2,927,DISAPPEARED,2,32.5,23.2,NA,33.6,23.5,NA,NA,NA,NA,TS,NA,NA,NA
2012,S,104,60496,76228,1006,1007,1009,3,1016,DISAPPEARED,0,31.4,23.8,NA,32.4,23.7,NA,32.4,24.1,NA,TS,NA,NA,NA
2012,S,105,61088,75580,1006,1052,1008,3,1031,HATCH,3,32.9,24,B,31.9,23.6,B,32.5,23.4,NA,TS,NA,NA,NA
2012,S,106,60536,76352,1008,820,1012,2,1108,DISAPPEARED,0,30.3,23.3,NA,31.1,23.3,NA,NA,NA,NA,TS,NA,NA,NA
2012,S,107,61120,75951,1008,1020,1010,3,1016,Abandoned,0,33,24.3,NA,33.3,23.8,NA,32.8,23.8,NA,TS,NA,NA,NA
2012,S,108,61967,75809,1008,940,1010,2,NA,Abandoned,0,33.9,24,NA,33.2,23.8,NA,NA,NA,NA,TS,NA,NA,NA
2012,S,109,60574,76218,1013,1110,1009,3,1103,HATCH,3,31.6,23.6,C,32.6,23.6,B,31.3,23.2,B,TS,NA,camera,NA
2012,S,110,61115,75966,1015,1015,1017,2,1109,HATCH,1,32.8,22.4,B,33.1,22.5,D,NA,NA,NA,TS,NA,NA,NA
2012,S,111,60894,75828,1019,820,1020,3,1118,HATCH,2,31.5,22.8,CD,31,22.4,C,31.9,23,B,TS,NA,last egg deserted,NA
2012,S,112,61379,77046,1019,1025,1013,2,1026,DISAPPEARED,0,33.2,23.4,F,33.2,24.3,B,NA,NA,NA,TS,NA,NA,NA
2012,S,113,60849,76083,1021,1045,1021,3,1108,DISAPPEARED,0,31.5,23.6,NA,30.7,23.9,C,31.3,23.3,B,TS,NA,NA,NA
2012,S,114,61104,75892,1021,1120,1017,3,1113,HATCH,1,31.9,24,C,33.4,24.1,C,32.2,23.9,B,TS,NA,NA,NA
2012,S,115,61237,75796,1021,1150,1022,2,1029,DISAPPEARED,0,31.3,23.4,C,31.9,23.7,B,NA,NA,NA,TS,NA,NA,NA
2012,S,201,61805,75858,1006,855,1012,3,NA,DISAPPEARED,0,31.3,21.9,A,32.1,22.3,B,33.8,24.1,A,AT,NA,NA,NA
2012,S,202,61498,75475,1006,1105,1006,3,1015,DISAPPEARED,0,29.1,21.6,C,28.8,21,C,28.5,21,C,AT,NA,NA,NA
2012,S,203,61516,75980,1006,1130,NA,1,1011,DISAPPEARED,0,33.6,23.6,NA,NA,NA,NA,NA,NA,NA,AT,NA,NA,NA
2012,S,204,61534,75854,1006,1150,NA,1,1011,DISAPPEARED,0,32.9,23.4,NA,NA,NA,NA,NA,NA,NA,AT,NA,NA,NA
2012,S,205,61600,75881,1006,1205,NA,1,1011,DISAPPEARED,0,34,23.1,NA,NA,NA,NA,NA,NA,NA,AT,NA,NA,NA
2012,S,206,61694,76016,1011,806,1014,2,NA,DISAPPEARED,0,28.3,20.1,AB,28.5,20.2,A,NA,NA,NA,AT,NA,NA,NA
2012,S,207,61552,75810,1011,900,1011,1,1015,DISAPPEARED,0,31.4,20,A,NA,NA,NA,NA,NA,NA,AT,NA,NA,NA
2012,S,208,61938,75840,1015,1305,1015,1,1017,DISAPPEARED,0,31.1,21.1,A,NA,NA,NA,NA,NA,NA,AT,NA,NA,NA
2012,S,209,61939,75870,1017,1100,1017,3,NA,NA,NA,28.3,19.8,A,30.3,23,NA,NA,NA,NA,AT,NA,NA,NA
2012,S,210,61817,75438,1017,1710,1010,3,1105,HATCH,1,30,21.1,D,31.4,21,D,31.5,21,D,AT,NA,NA,NA
2012,S,211,61816,75423,1019,825,1008,3,1025,HATCH,1,33.6,24,F,33.5,23.7,F,33.4,24,F,AT,NA,NA,"typo found in end_date, was 1125 but notes were checked (CCI 2015) "
2012,S,212,61563,76596,1020,1010,1025,3,NA,predated,0,32,22.8,A,32.7,23.5,B,32.3,23.3,A,AT,NA,camera,NA
2012,S,213,61955,75862,1020,1205,1024,3,1112,HATCH,1,32.6,22.9,A,32,23.2,A,33,23.3,AB,AT,NA,NA,NA
2012,S,214,60598,76129,1022,830,1015,3,1104,HATCH,1,31.5,22.8,C,31.9,22.6,D,30.8,23,D,AT,NA,NA,NA
2012,S,215,61907,75785,1026,808,1022,3,NA,DISAPPEARED,0,33.4,24.6,D,32.9,24.3,C,33,24.3,AB,AT,NA,NA,NA
2012,S,216,60477,76413,1107,654,1101,3,NA,DISAPPEARED,0,32,24,C,31.5,23.6,D,31.8,23.9,C,AT,NA,NA,NA
2012,S,217,60639,76088,1107,854,1101,3,NA,DISAPPEARED,0,31.3,22.7,C,30.8,22.8,C,31.1,23.1,D,AT,NA,NA,NA
2013,M,1,60667,81435,921,1315,910,3,923,HATCH,2,31.7,22.9,F,31.3,23.1,F,32.3,23.1,F,CCI,NA,NA,NA
2013,M,2,60514,79519,929,NA,921,3,1014,Unknown,0,33,23.2,D,33.2,23.1,D,32.7,22.5,D,CCI,NA,"Parents of this nest were seen with a new brood (M-2), so this nest failed at some point.",NA
2013,R,1,61735,76421,919,1115,917,3,1017,HATCH,2,31.5,23.2,B,31.5,22.8,B,31.6,22.5,A,CCI,NA,NA,NA
2013,R,2,60609,78338,1004,950,926,3,1026,HATCH,2,31.8,23.2,D,32.9,23.7,AB,32.5,23.4,B,CCI,NA,Last egg did not hatch,NA
2013,R,3,61065,77068,1004,1050,NA,3,1009,Abandoned,0,33,23.1,NA,33.4,23.4,NA,33,22.6,NA,CCI,NA,"2 eggs when found on the 1004, on the 1008 there were 3 eggs",NA
2013,R,4,61805,76268,1008,825,930,3,1026,HATCH,1,30.9,22.7,D,33.5,21.9,D,31.4,22.2,D,CCI,NA,"1023 3 eggs/1 pipping, 1024 2 eggs/1 pipping but no chick around, 1026 1 egg and 1 chick, 1027 (edinho) did not check nest, another chick could have hatched",NA
2013,R,5,60665,78211,1009,1130,929,2,1021,DISAPPEARED,2,33.6,22.7,E,32.6,22.5,E,NA,NA,NA,CCI,NA,NA,NA
2013,R,201,61593,76571,923,1712,918,3,930,DISAPPEARED,0,30,21.7,C,30.2,22.5,C,31,22.8,B,E,NA,NA,NA
2013,R,202,61540,76605,924,946,923,3,1015,Unkown,0,34.3,23,A,33.6,23.4,AB,32.8,22.5,AB,E,NA,The eggs were pipping on the 1014 (20th day of incubation) but on the 1015 no eggs nor chicks were found.,NA
2013,R,203,61327,76799,924,1034,923,3,1019,DISAPPEARED,0,32.3,23.2,AB,32.5,23.4,A,32.6,24,AB,E,NA,FEMALE UNRINGED,NA
2013,R,204,61177,76998,924,1100,922,3,1018,DISAPPEARED,0,33.6,23,AB,32.4,23.2,A,33.3,23.2,B,E,NA,NA,NA
2013,R,205,60728,77499,924,1126,NA,1,930,DISAPPEARED,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,E,NA,"THE EGG DISAPPEARED, it was not measured because clutch was incomplete",NA
2013,R,206,60666,77637,924,1138,919,3,1008,DISAPPEARED,0,31.6,23.3,C,31.3,23.4,AB,31.5,23.4,AB,E,NA,NA,NA
2013,R,207,60650,77658,924,1140,916,3,1017,DISAPPEARED,0,33.3,23.6,C,32.1,23.3,D,32.3,23.3,C,E,NA,"Adults AROUND THE NEST, NOT CALLING,NO CHICKS SEEN",NA
2013,R,208,61002,77136,1001,1037,929,3,1102,DISAPPEARED,0,33.3,23.3,A,33.3,22.9,B,33.4,22.8,A,E,NA,NA,NA
2013,R,209,60746,77455,1001,1134,926,3,1023,HATCH,3,32.2,23.6,B,33.4,23.5,C,32.4,23.3,B,E,NA,NA,NA
2013,R,210,61959,75804,1002,721,922,3,1012,HATCH,1,34.5,23.4,E,33,23,D,32.5,23.1,D,E,NA,NA,NA
2013,R,211,61051,77138,1004,1130,926,3,1015,DISAPPEARED,0,31.9,22.7,D,32.1,22.7,B,32,22.7,D,E,NA,EGGS NOT IN THE NEST AND NO CHICKS,NA
2013,R,212,61890,76121,1007,1147,926,3,1026,HATCH,3,32.5,23.9,F,33.2,24,C,32.5,23.8,C,E,NA,NA,NA
2013,R,213,61848,76161,1007,1221,927,3,1026,HATCH,3,33.5,22.8,E,32.7,22.6,E,32.8,23.1,E,E,NA,"ONE CHICK was not found, three chicks hatched but nest was not checked on the 1027 after na egg was pipping on the 1026, third chick was found in the salina part on the 1028",NA
2013,R,214,61863,76161,1007,1241,929,3,1019,DISAPPEARED,0,32.9,23,D,34.8,23.2,D,33.1,22.6,C,E,NA,NA,NA
2013,R,215,61863,76161,1008,822,930,3,1029,DISAPPEARED,0,32.8,23,D,31.3,22.9,D,31.7,23,D,E,NA,NA,NA
2013,R,216,61893,75895,1008,1105,1001,2,1106,DISAPPEARED,0,32.8,23.4,E,33.2,23.6,E,NA,NA,NA,E,1011,Eggs floated on 1011,NA
2013,R,217,61924,75941,1018,834,1010,2,1107,HATCH,2,33.3,22.2,D,31.5,22,C,NA,NA,NA,E,NA,NA,NA
2013,R,218,61466,76648,1019,1034,1009,3,1027,HATCH,3,35.3,26.7,E,35.8,26.7,D,35.2,26.2,E,E,NA,NA,NA
2013,R,219,60984,77177,1019,1143,1018,2,1128,Abandoned,0,34.1,26.6,AB,34.1,26.4,A,NA,NA,NA,E,NA,NA,NA
2013,R,220,60791,77397,1019,1205,1011,2,1116,DISAPPEARED,0,33.1,22.2,AB,33.4,23.3,D,NA,NA,NA,E,NA,NA,NA
2013,R,221,61781,76225,1022,1029,1021,2,1123,Abandoned,0,31.7,22.6,A,30.5,22.9,AB,NA,NA,NA,E,NA,NA,NA
2013,R,222,61946,75857,1023,817,1018,3,1111,HATCH,3,33.7,23.8,C,34.2,23.4,B,32.4,23.3,C,E,NA,NA,NA
2013,R,223,61718,76271,1023,1012,1012,3,1103,DISAPPEARED,0,33.4,22.8,D,33.3,22.7,F,32,22.3,D,E,NA, MALE UNKNOWN,NA
2013,R,224,61919,75626,1027,843,1017,3,1109,HATCH,1,33.1,23.6,E,33,23.4,E,33,23.2,D,E,NA,2 EGGS DISAPPEARED AND FAMILY was not THERE,NA
2013,R,225,61496,76600,1028,1155,1017,3,1114,HATCH,1,32.5,23,D,32.2,22.7,F,32.4,23.4,E,E,NA,"1113 2 eggs/1 pipping, 1 chick ringed; 1114 no eggs nor chicks found",NA
2013,R,226,61932,75909,1030,715,1019,3,1105,HATCH,3,31.8,24,F,31.9,24.3,F,31.5,24,F,E,NA,NA,NA
2013,R,227,60940,77275,1104,1059,1024,3,1117,HATCH,2,34.2,22.6,F,33.4,23.3,E,33.3,23.5,F,E,NA,ONE EGG ABANDONED ON THE NEST,NA
